xm,xm-1,xm-2,y1-m,y2-m,y3-m,y4-m,y5-m
-0.90467908,-1.10301098,-1.0690335,-0.00091862,0.068439716,-0.136899858,0.028193853,0.067936978
-0.72327849,-0.90467908,-1.10301098,-0.00091875,0.038439716,-0.207269858,0.038293853,-0.018393873
-0.43078213,-0.72327849,-0.90467908,0.000740997,0.048439716,-0.068429858,0.067193853,0.017329878
0.19686452,-0.43078213,-0.72327849,-0.002104248,0.098439716,-0.066889858,0.115493853,0.028156319
1.313262,0.19686452,-0.43078213,0.000500639,0.078439716,-0.141449858,-0.112606147,0.046710765
1.1506252,1.313262,0.19686452,0.000729666,0.068439716,-0.160409858,0.006093853,-0.047758197
1.2373696,1.1506252,1.313262,0.001423683,0.078439716,-0.128209858,-0.016306147,-0.003496288
1.0266308,1.2373696,1.1506252,0.000710408,0.078439716,-0.164219858,0.089393853,-0.019715953
1.5560597,1.0266308,1.2373696,-0.000458488,0.058439716,-0.291239858,-0.053306147,0.028725242
1.2839012,1.5560597,1.0266308,-0.001156524,0.068439716,-0.097499858,-0.068806147,-0.047924067
1.0434293,1.2839012,1.5560597,0.000236191,0.048439716,-0.136039858,0.112493853,-0.012788682
1.2890185,1.0434293,1.2839012,0.000462685,0.028439716,-0.014279858,-0.062706147,-0.005707018
1.0833035,1.2890185,1.0434293,-3.63055E-06,0.038439716,0.015970142,0.058893853,0.027405311
1.27797,1.0833035,1.2890185,-0.000236408,0.058439716,-0.013099858,-0.071606147,0.030025288
1.1711927,1.4844488,1.0833035,0.000906637,0.068439716,-0.017659858,-0.112506147,0.021937994
0.5164463,1.1711927,1.4844488,-0.003449531,0.108439716,-0.032349858,0.114893853,0.01655403
0.7957933,0.5164463,1.1711927,0.000449851,0.098439716,-0.047749858,0.047293853,0.019141848
1.1240244,0.7957933,0.5164463,0.000900123,0.108439716,-0.126889858,-0.103506147,-0.011447367
0.8979109,1.1240244,0.7957933,0.001344001,0.098439716,0.013780142,-0.026706147,-0.034803901
0.5451277,0.8979109,1.1240244,-0.0002508,0.088439716,0.019390142,-0.070306147,0.025202791
-0.23477307,0.5451277,0.8979109,-0.000704369,0.068439716,0.022090142,-0.023906147,0.023818592
-0.74234515,-0.23477307,0.5451277,-0.001156524,0.088439716,0.153280142,0.131193853,0.02759226
-0.16656864,-0.74234515,-0.23477307,-0.000253625,0.058439716,0.033070142,-0.047306147,0.003658824
-0.24577049,-0.16656864,-0.74234515,-3.05325E-05,0.048439716,-0.032429858,0.036993853,0.015306465
0.17797,-0.24577049,-0.16656864,-0.000706944,0.018439716,-0.020369858,-0.000306147,-0.022874036
0.12450945,0.17412228,-0.24577049,-0.000483025,0.018439716,-0.061679858,-0.041606147,0.047416535
-0.04633112,0.12450945,0.17412228,-3.63415E-05,0.008439716,-0.049069858,-0.002206147,0.04504776
-0.22203,-0.04633112,0.12450945,-0.00272559,0.068439716,0.003420142,0.004293853,0.026321798
-0.07576414,-0.18808303,-0.04633112,0.000636232,0.058439716,-0.008529858,0.047293853,0.013516158
0.20874699,-0.07576414,-0.18808303,0.000628862,0.028439716,-0.035639858,0.026693853,0.032777884
0.5018635,0.20874699,-0.07576414,0.002171419,0.058439716,-0.072409858,0.002993853,-0.010062869
0.8527419,0.5018635,0.20874699,0.001487591,0.048439716,-0.102119858,-0.030006147,-0.038452803
0.7770525,0.8527419,0.5018635,0.000597318,0.058439716,-0.063699858,0.055293853,0.02055241
1.1320797,0.7770525,0.8527419,-0.001156524,0.058439716,-0.028459858,0.021293853,-0.002132723
1.3134395,1.1320797,0.7770525,0.000372299,0.018439716,-0.241249858,-0.046906147,0.013997262
1.1866476,1.3134395,1.1320797,0.000801231,0.028439716,-0.110979858,0.036693853,0.015590461
1.4923116,1.1866476,1.3134395,-0.000505895,0.048439716,-0.136969858,-0.009606147,0.035794962
1.4983593,1.4923116,1.1866476,0.000357829,0.028439716,-0.123899858,-0.021606147,0.01027191
1.5225116,1.4983593,1.4923116,0.002285154,0.018439716,-0.096449858,0.057893853,0.02338612
1.8384147,1.5225116,1.4983593,-0.003519745,0.028439716,-0.224779858,-0.036106147,-0.004475418
1.7650945,1.8384147,1.5225116,0.002062872,0.018439716,-0.109689858,0.117493853,-0.011590169
2.5559685,1.7650945,1.8384147,0.001614444,0.018439716,-0.013979858,-0.073106147,0.031976988
2.4842987,2.5559685,1.7650945,0.000963024,0.038439716,-0.129749858,-0.017506147,0.030802996
2.5316529,2.4842987,2.5559685,0.000531698,0.078439716,-0.148649858,-0.009806147,0.016539759
2.4264565,2.5316529,2.4842987,0.001154117,0.068439716,-0.142979858,0.084693853,-0.031051239
2.8662551,2.4264565,2.5316529,-0.003677834,0.038439716,-0.173999858,-0.128506147,-0.041586927
2.1656079,2.8662551,2.4264565,0.001364786,0.058439716,-0.425719858,0.013293853,0.006572697
2.0650258,2.1656079,2.8662551,0.000307509,0.028439716,-0.257699858,0.046393853,-0.021920858
2.0043497,2.0650258,2.1656079,0.000718581,0.018439716,0.346580142,-0.028806147,0.036499431
2.0674241,2.0043497,2.0650258,0.000503466,-0.001560284,-0.168659858,0.008193853,-0.083666826
1.9551965,2.0674241,2.0043497,0.001321625,-0.041560284,0.018930142,-0.061906147,-0.002988901
1.5174405,1.9551965,2.0674241,-0.00342762,-0.031560284,0.669560142,0.013393853,-0.069592506
1.5115304,1.5174405,1.9551965,0.002142975,-0.071560284,-0.012589858,-0.022106147,-0.029912689
1.0293541,1.5115304,1.5174405,0.000279162,-0.091560284,-0.287489858,0.066993853,-0.026422147
1.2661161,1.0293541,1.5115304,0.002716581,-0.141560284,-0.049739858,-0.168006147,0.030246972
0.23202527,1.2661161,1.0293541,0.001070113,-0.191560284,0.062200142,-0.009706147,-0.012807382
-0.3188842,0.23202527,1.2661161,0.002262343,-0.241560284,-0.133269858,0.034293853,-0.119354989
-0.80060055,-0.3188842,0.23202527,-0.001757901,-0.291560284,0.067020142,-0.068506147,-0.022129795
-1.37824454,-0.80060055,-0.3188842,0.000245396,-0.261560284,0.035790142,-0.076606147,0.05820224
-2.07732763,-1.37824454,-0.80060055,0.001236289,-0.221560284,-0.174629858,-0.023706147,-0.151661043
-2.71430699,-2.07732763,-1.37824454,-0.002550729,-0.261560284,-0.252659858,-0.108106147,-0.171540027
-3.98868963,-2.71430699,-2.07732763,-0.004561202,-0.251560284,1.655980142,-0.092006147,-0.026321556
-4.74353251,-3.98868963,-2.71430699,-0.007434614,-0.231560284,1.244150142,-0.001606147,0.025490351
-5.60710337,-4.74353251,-3.98868963,-0.006906133,-0.271560284,0.799490142,-0.057106147,-0.142211227
-6.36311313,-5.60710337,-4.74353251,0.001522407,-0.251560284,0.222160142,-0.051706147,-0.071846473
-7.05347215,-6.36311313,-5.60710337,-0.00136201,-0.201560284,0.228770142,-0.042806147,0.016048651
-7.57440486,-7.05347215,-6.36311313,-0.000745649,-0.171560284,0.267040142,0.171393853,0.161868068
-6.83601334,-7.57440486,-7.05347215,0.001504728,-0.171560284,0.145960142,0.140493853,-0.007882363
-5.56001204,-6.83601334,-7.57440486,6.62675E-05,-0.151560284,0.086560142,0.013993853,-0.013510832
-4.52203,-5.56001204,-6.83601334,-0.001156524,-0.151560284,0.209820142,0.051393853,0.093314583
-3.62619537,-4.51877349,-5.56001204,0.000873842,-0.151560284,0.197220142,0.073493853,0.083302901
-2.67926281,-3.62619537,-4.51877349,0.000662725,-0.061560284,0.137870142,0.036193853,0.045623427
-1.65736725,-2.67926281,-3.62619537,0.000253197,-0.031560284,0.004510142,0.102493853,-0.056833355
-0.46504561,-1.65736725,-2.67926281,4.81775E-05,-0.071560284,-0.068709858,0.017793853,0.019171896
0.17797,-0.46504561,-1.65736725,0.001641517,-0.091560284,-0.026269858,-0.111606147,0.021203405
0.01951024,0.15442671,-0.46504561,-0.001355787,-0.071560284,-0.037459858,0.062493853,-0.015943468
0.3645812,0.01951024,0.15442671,0.001426796,-0.041560284,-0.050669858,-0.011506147,0.011503329
0.3752536,0.3645812,0.01951024,0.001805259,-0.051560284,-0.042609858,-0.022606147,0.067207196
0.3820204,0.3752536,0.3645812,0.002956329,-0.061560284,-0.040649858,0.100993853,-0.009264866
0.9426331,0.3820204,0.3752536,0.000400089,-0.081560284,-0.071429858,0.020993853,-0.074154064
1.2796467,0.9426331,0.3820204,-0.000186467,-0.091560284,-0.061479858,-0.006206147,-0.062319806
1.4910888,1.2796467,0.9426331,-0.002126581,-0.121560284,-0.037859858,-0.068906147,0.062946011
1.0047495,1.4910888,1.2796467,0.000588022,-0.081560284,-0.027149858,0.023793853,-0.018388176
1.0788732,1.0047495,1.4910888,0.000388322,-0.101560284,-0.025849858,0.026193853,0.084428713
1.0368908,1.0788732,1.0047495,-0.000193778,-0.091560284,-0.040029858,0.103093853,0.028743768
1.8099075,1.0368908,1.0788732,0.000762589,-0.111560284,-0.030829858,-0.122606147,-0.032375103
1.3496517,1.8099075,1.0368908,0.001896525,-0.111560284,-0.040829858,0.088393853,0.063735357
1.8547257,1.3496517,1.8099075,-1.71405E-05,-0.191560284,-0.049259858,-0.008106147,6.59328E-05
1.27797,1.8547257,1.3496517,0.003183626,-0.182,-0.061179858,0.018793853,0.0432228
2.0442459,1.615876,1.8547257,0.0010908,-0.181560284,-0.039729858,0.037393853,-0.057975632
2.2995844,2.0442459,1.615876,0.002378126,-0.211560284,-0.042049858,-0.039106147,0.033832398
2.2505813,2.2995844,2.0442459,0.000323186,-0.111560284,-0.032699858,-0.028606147,-0.008491416
2.3075557,2.2505813,2.2995844,-0.001156524,-0.151560284,-0.031899858,-0.056506147,-0.015174043
1.6712893,2.3075557,2.2505813,-0.002080752,-0.201560284,-0.033999858,-0.049106147,-0.039663727
1.0053801,1.6712893,2.3075557,0.001426373,-0.211560284,-0.059139858,0.053993853,-0.113378482
0.9038329,1.0053801,1.6712893,0.002141931,-0.201560284,-0.090499858,-0.033906147,-0.051251903
0.6127913,0.9038329,1.0053801,-0.000974009,-0.221560284,-0.082029858,-0.156106147,0.05005376
-0.47323402,0.6127913,0.9038329,-0.000245098,-0.211560284,-0.072129858,0.046993853,-0.027989558
-0.79641886,-0.47323402,0.6127913,0.000479239,-0.231560284,-0.079879858,-0.001706147,-0.008868106
-1.22863218,-0.79641886,-0.47323402,-0.003703713,-0.191560284,-0.055829858,0.181593853,0.038383175
-0.12482101,-1.22863218,-0.79641886,0.002296767,-0.191560284,-0.015619858,-0.041006147,0.050213858
0.10295717,-0.12482101,-1.22863218,0.000469711,-0.211560284,0.004700142,0.087593853,0.011763486
0.9656561,0.10295717,-0.12482101,0.001898736,-0.211560284,-0.010569858,0.010593853,-0.030994047
1.2649227,0.9656561,0.10295717,-0.001335651,-0.191560284,-0.017299858,-0.278206147,-0.071288416
-0.0525342,1.2649227,0.9656561,-0.002232843,-0.191560284,0.025000142,0.113093853,0.037486649
-0.18242549,-0.0525342,1.2649227,-0.000618031,-0.191560284,0.102210142,0.060493853,0.021303632
-0.11154885,-0.18242549,-0.0525342,0.00045496,-0.191560284,0.082320142,-0.125606147,0.013823159
-0.45293886,-0.11154885,-0.18242549,0.000982862,-0.181560284,0.026560142,0.075993853,0.016169736
-0.20971113,-0.45293886,-0.11154885,0.001326179,-0.201560284,0.073840142,0.094593853,0.001051987
0.2785126,-0.20971113,-0.45293886,-0.001156524,-0.121560284,-0.010769858,-0.193706147,0.039232185
-0.22557735,0.2785126,-0.20971113,0.000960269,-0.191560284,-0.024179858,0.088493853,0.011013292
-0.1774029,-0.22557735,0.2785126,-0.002919801,-0.161560284,-0.024019858,0.031493853,0.063699134
-0.04832696,-0.1774029,-0.22557735,0.002012238,-0.161560284,-0.027819858,-0.070906147,0.039500075
-0.21315116,-0.04832696,-0.1774029,0.000768621,-0.161560284,-0.027219858,0.167993853,0.010112066
0.7185571,-0.21315116,-0.04832696,0.000238241,-0.171560284,-0.028909858,0.020393853,0.012661861
1.1713248,0.7185571,-0.21315116,-0.000287065,-0.121560284,-0.030279858,-0.058306147,0.046772108
1.4688258,1.1713248,0.7185571,-0.00167799,-0.111560284,-0.032529858,-0.067106147,-0.049094755
1.04422,1.4688258,1.1713248,-0.001156524,-0.061560284,-0.031719858,0.070193853,0.075991939
1.3353075,1.04422,1.4688258,0.001098655,-0.031560284,-0.033399858,0.084493853,-0.033527071
1.9887434,1.3353075,1.04422,0.000397922,-0.001560284,-0.034479858,0.086193853,0.016866553
3.0215054,1.9887434,1.3353075,-0.001156524,-0.011560284,-0.029969858,-0.194806147,0.053289116
2.3240509,3.0215054,1.9887434,-0.000811846,-0.021560284,-0.037029858,0.165493853,-0.028029562
3.0541847,2.3240509,3.0215054,0.001077241,-0.031560284,-0.031519858,-0.081306147,0.005405874
2.5982821,3.0541847,2.3240509,-0.002529788,0.028439716,-0.026409858,0.021493853,-0.036106293
2.9989848,2.5982821,3.0541847,0.001585676,0.028439716,-0.030819858,0.009193853,0.044028322
2.9329864,2.9989848,2.5982821,-0.000132647,0.048439716,-0.030259858,-0.091406147,-0.046208311
2.5860975,2.9329864,2.9989848,0.00037478,0.068439716,-0.035299858,0.140293853,0.006529831
3.1634267,2.5860975,2.9329864,-0.000816966,0.098439716,-0.031009858,-0.008806147,0.017873784
3.3842244,3.1634267,2.5860975,-0.000478204,0.108439716,-0.046719858,0.012593853,-0.03289317
3.7361316,3.3842244,3.1634267,-0.001665165,0.078439716,-0.042689858,-0.039906147,-0.019648036
3.4735415,3.7361316,3.3842244,0.000536634,0.108439716,-0.034999858,0.034793853,0.023135011
3.7244691,3.4735415,3.7361316,-0.000143789,0.088439716,-0.031939858,-0.033606147,-0.032280974
3.4225734,3.7244691,3.4735415,-0.000987964,0.078439716,-0.025669858,-0.044506147,-0.004487941
3.1419217,3.4225734,3.7244691,-0.002168866,0.078439716,-0.028139858,-0.045306147,0.047763514
2.6077985,3.1419217,3.4225734,-0.000481367,0.058439716,-0.032119858,0.038893853,-0.011933599
2.5416376,2.6077985,3.1419217,-0.004712864,0.108439716,-0.034639858,-0.078406147,0.056164686
2.0847565,2.5416376,2.6077985,0.001048452,0.108439716,-0.031249858,0.079093853,0.023443835
2.4269444,2.0847565,2.5416376,-0.000480316,0.138439716,-0.030949858,-0.030706147,-0.020466882
2.3302239,2.4269444,2.0847565,0.000361105,0.138439716,-0.035359858,-0.049606147,0.007013275
2.1359365,2.3302239,2.4269444,-0.000315683,0.108439716,-0.028699858,-0.019306147,0.025109998
1.7336157,2.1359365,2.3302239,-0.000485021,0.168439716,-0.034119858,0.022293853,-0.06528913
1.846184,1.7336157,2.1359365,-0.001660054,0.138439716,-0.039179858,0.009893853,0.024230553
1.740649,1.846184,1.7336157,0.000854102,0.168439716,-0.036079858,-0.024906147,-0.050223927
1.7819785,1.740649,1.846184,-0.001490983,0.128439716,-0.029279858,-0.043306147,-0.031624996
1.3079751,1.7819785,1.740649,-0.00132385,0.118439716,-0.024519858,0.005693853,0.043471545
1.1130653,1.3079751,1.7819785,-0.000654739,0.108439716,-0.023869858,-0.096106147,0.015369337
0.429151,1.1130653,1.3079751,0.000178741,0.118439716,-0.039279858,0.008993853,-0.008165607
0.19309219,0.429151,1.1130653,-0.004166663,0.138439716,-0.037209858,0.141693853,-0.027933766
0.7773916,0.19309219,0.429151,0.000852552,0.098439716,-0.031189858,-0.070806147,-0.006009015
0.6586775,0.7773916,0.19309219,0.000677,0.098439716,-0.027739858,0.119893853,0.003741418
1.4500239,0.6586775,0.7773916,-0.000657813,0.068439716,-0.030869858,-0.049606147,-0.010119194
1.3177097,1.4500239,0.6586775,4.91445E-06,0.088439716,-0.030609858,0.020293853,0.007569491
1.27797,1.3177097,1.4500239,0.000497303,0.088439716,-0.015609858,0.041993853,-0.02745793
1.9629996,1.7149334,1.3177097,-0.000661601,-0.021560284,0.030860142,-0.150306147,0.053409511
1.047877,1.9629996,1.7149334,-0.001156524,0.028439716,0.077250142,0.035493853,0.010148508
1.1133371,1.047877,1.9629996,0.001309664,0.088439716,-0.003159858,0.116793853,-0.002517658
1.6787395,1.1133371,1.047877,-0.001320502,0.068439716,-0.048649858,-0.044106147,0.014784823
1.7448817,1.6787395,1.1133371,-9.97855E-06,0.018439716,-0.030449858,0.123093853,-0.03359152
2.27797,1.7448817,1.6787395,0.001452839,0.028439716,-0.004749858,-0.030806147,0.050131413
2.7510152,2.5296126,1.7448817,-0.003765887,0.048439716,-0.020059858,0.001793853,-0.016606715
3.039945,2.7510152,2.5296126,0.003561462,0.038439716,-0.024859858,0.029293853,0.041265403
3.2383873,3.039945,2.7510152,0.000297318,0.038439716,-0.019149858,0.030593853,0.010056036
3.5979751,3.2383873,3.039945,0.000934915,0.028439716,-0.019679858,-0.189706147,-0.000119592
2.6217034,3.5979751,3.2383873,0.000605322,0.048439716,-0.005899858,0.109893853,0.031731963
2.9023591,2.6217034,3.5979751,-0.000198521,-0.001560284,-0.013829858,0.001893853,-0.052325131
2.6874787,2.9023591,2.6217034,-0.00020063,-0.021560284,-0.028899858,0.029193853,-0.006483072
3.0634854,2.6874787,2.9023591,0.0016986,-0.001560284,-0.018309858,0.005793853,0.004036618
3.1948717,3.0634854,2.6874787,-0.000524593,0.008439716,-0.058139858,-0.012806147,-0.006874175
3.2691948,3.1948717,3.0634854,-0.000840903,-0.001560284,-0.102979858,-0.044106147,0.008721087
2.9101863,3.2691948,3.1948717,-0.000368474,-0.021560284,-0.166919858,-0.047606147,-0.030869933
2.4115312,2.9101863,3.2691948,0.002450203,-0.031560284,-0.030359858,-0.000706147,0.042561572
2.1477911,2.4115312,2.9101863,-0.004448431,0.008439716,-0.034009858,0.062193853,-0.015427157
2.3626992,2.1477911,2.4115312,0.002135383,-0.001560284,-0.054549858,-0.120706147,-0.046140019
1.7419637,2.3626992,2.1477911,-0.000844307,0.028439716,-0.111809858,-0.028606147,-0.018201778
1.336101,1.7419637,2.3626992,0.001022736,0.008439716,-0.158089858,0.089893853,0.047862559
1.3920643,1.336101,1.7419637,0.000393422,0.028439716,0.082520142,0.049593853,0.016978076
1.9345475,1.3920643,1.336101,7.94635E-05,0.008439716,-0.025349858,-0.078206147,-0.005180174
1.27797,1.9345475,1.3920643,-0.000848076,-0.001560284,-0.137729858,-0.021406147,-0.001840324
1.4671788,1.7317497,1.9345475,0.002680703,0.028439716,-0.089219858,0.046293853,-0.028849247
1.6230904,1.4671788,1.7317497,-0.001309364,0.008439716,-0.025959858,-0.002406147,-0.015160122
1.5812487,1.6230904,1.4671788,-0.000545487,-0.001560284,-0.035469858,-0.174206147,-0.065902103
0.597735,1.5812487,1.6230904,-0.001003899,-0.031560284,-0.098869858,0.121693853,-0.013271312
0.6623949,0.597735,1.5812487,0.000366783,-0.041560284,-0.059829858,0.059393853,-0.069921177
0.8638002,0.6623949,0.597735,-0.005128292,-0.041560284,-0.043999858,-0.047406147,0.053627894
0.8621328,0.8638002,0.6623949,0.0019019,-0.031560284,0.012020142,-0.100906147,0.003146109
0.27104307,0.8621328,0.8638002,-0.001004167,-0.031560284,0.005760142,-0.007706147,0.024362805
-0.19088281,0.27104307,0.8621328,0.005044547,-0.031560284,-0.010219858,-0.080606147,0.032692186
-0.94510468,-0.19088281,0.27104307,-0.000556255,-0.001560284,-0.010219858,0.039593853,-0.072881541
-0.90147073,-0.94510468,-0.19088281,-0.001306513,-0.031560284,-0.010219858,0.011493853,0.026275114
-1.13628828,-0.90147073,-0.94510468,0.002131337,-0.011560284,-0.020219858,0.048193853,0.022103849
-0.67231643,-1.13628828,-0.90147073,-0.002199964,-0.041560284,-0.020219858,-0.083206147,-0.039553759
-1.17029428,-0.67231643,-1.13628828,-0.001156524,-0.021560284,-0.040219858,-0.172106147,0.043179669
-2.23132352,-1.17029428,-0.67231643,-0.002052901,-0.041560284,-0.040219858,0.075393853,-0.007891875
-2.60232129,-2.23132352,-1.17029428,-0.000260147,-0.041560284,-0.040219858,0.161293853,0.026539118
-1.88045107,-2.60232129,-2.23132352,0.000184582,-0.011560284,-0.030219858,-0.060306147,0.030723234
-1.60559249,-1.88045107,-2.60232129,-0.003095009,0.008439716,0.019780142,0.062993853,-0.036867181
-0.91325244,-1.60559249,-1.88045107,0.000930717,0.028439716,-0.040219858,-0.001306147,-0.109132474
-0.77933948,-0.91325244,-1.60559249,-0.000265054,-0.241560284,0.189780142,-0.277106147,-0.244228539
-2.74934103,-0.77933948,-0.91325244,-0.001156524,-0.231560284,-0.150219858,-0.460806147,0.028822728
-6.22807824,-2.74934103,-0.77933948,-0.001750634,-0.261560284,0.289780142,0.169593853,0.022766472
-7.75916988,-6.22807824,-2.74934103,-0.000414013,-0.171560284,0.109780142,0.201293853,0.002015355
-8.50796409,-7.75916988,-6.22807824,0.001063422,-0.171560284,0.059780142,0.467793853,-0.079361788
-4.63651477,-8.50796409,-7.75916988,-0.002487129,-0.171560284,-0.000219858,-0.262706147,0.046990525
-3.80066313,-4.63651477,-8.50796409,0.000321675,-0.151560284,-0.020219858,0.047993853,-0.051895062
-2.23002578,-3.80066313,-4.63651477,-0.001156524,-0.211560284,-0.020219858,0.254993853,-0.042534511
-1.21002223,-2.23002578,-3.80066313,-0.002338681,-0.231560284,-0.020219858,-0.238806147,0.180747643
-1.72587353,-1.21002223,-2.23002578,0.001645861,-0.161560284,-0.020219858,0.039993853,0.045948259
-1.36483534,-1.72587353,-1.21002223,-0.002334272,-0.181560284,-0.030219858,-0.226706147,-0.026939289
-3.09210942,-1.36483534,-1.72587353,0.000902445,-0.131560284,-0.050219858,0.178393853,0.027303987
-1.16921726,-3.09210942,-1.36483534,0.000161963,-0.061560284,-0.060219858,0.323093853,0.053688417