CLI,CLI_t-1,CLI_t-2,y1,y1_t-1,y1_t-2,y2,y2_t-1,y2_t-2,y3,y3_t-1,y3_t-2,y4,y4_t-1,y4_t-2,y5,y5_t-1,y5_t-2
-0.1,-0.13,-0.15,0.184406161,0.106427692,0.05288621,0.306,0.1212,0.0147,0.0019,-0.00208,-0.00455,0.0057,0.0188,-0.0187,-0.014396117,0.036747378,-0.054462059
-0.06,-0.1,-0.13,0.203071639,0.184406161,0.106427692,0.5099,0.306,0.1212,0.00442,0.0019,-0.00208,-0.003,0.0057,0.0188,0.00983085,-0.014396117,0.036747378
-0.01,-0.06,-0.1,0.134920517,0.203071639,0.184406161,0.6456,0.5099,0.306,0.00103,0.00442,0.0019,0.0332,-0.003,0.0057,0.040176995,0.00983085,-0.014396117
0,-0.01,-0.06,0.05979596,0.134920517,0.203071639,0.7058,0.6456,0.5099,0.00073,0.00103,0.00442,-0.0705,0.0332,-0.003,0.000869586,0.040176995,0.00983085
0,0,-0.01,-0.001588799,0.05979596,0.134920517,0.7042,0.7058,0.6456,0.00514,0.00073,0.00103,0.0199,-0.0705,0.0332,0.016210826,0.000869586,0.040176995
-0.04,0,0,-0.065559964,-0.001588799,0.05979596,0.6382,0.7042,0.7058,-0.00152,0.00514,0.00073,-0.0292,0.0199,-0.0705,-0.001692974,0.016210826,0.000869586
-0.07,-0.04,0,-0.050987676,-0.065559964,-0.001588799,0.5869,0.6382,0.7042,0.0039,-0.00152,0.00514,-0.0269,-0.0292,0.0199,-0.028793486,-0.001692974,0.016210826
-0.11,-0.07,-0.04,-0.106730868,-0.050987676,-0.065559964,0.4796,0.5869,0.6382,0.00896,0.0039,-0.00152,0.0361,-0.0269,-0.0292,-0.020133876,-0.028793486,-0.001692974
-0.16,-0.11,-0.07,-0.086423028,-0.106730868,-0.050987676,0.3928,0.4796,0.5869,0.00586,0.00896,0.0039,-0.0165,0.0361,-0.0269,-0.030173259,-0.020133876,-0.028793486
-0.17,-0.16,-0.11,-0.02659907,-0.086423028,-0.106730868,0.3661,0.3928,0.4796,-0.00094,0.00586,0.00896,-0.012,-0.0165,0.0361,-0.055648104,-0.030173259,-0.020133876
-0.17,-0.17,-0.16,0.105059966,-0.02659907,-0.086423028,0.4716,0.3661,0.3928,-0.0057,-0.00094,0.00586,-0.0187,-0.012,-0.0165,0.041639009,-0.055648104,-0.030173259
-0.17,-0.17,-0.17,0.133878549,0.105059966,-0.02659907,0.6062,0.4716,0.3661,-0.00635,-0.0057,-0.00094,-0.0216,-0.0187,-0.012,-0.005347962,0.041639009,-0.055648104
-0.15,-0.17,-0.17,0.04432144,0.133878549,0.105059966,0.6508,0.6062,0.4716,0.00906,-0.00635,-0.0057,-0.0043,-0.0216,-0.0187,-0.021652421,-0.005347962,0.041639009
-0.15,-0.15,-0.17,-0.067384309,0.04432144,0.133878549,0.583,0.6508,0.6062,0.00699,0.00906,-0.00635,0.0237,-0.0043,-0.0216,-0.037672242,-0.021652421,-0.005347962
-0.12,-0.15,-0.15,-0.10812839,-0.067384309,0.04432144,0.4743,0.583,0.6508,0.00097,0.00699,0.00906,-0.04,0.0237,-0.0043,-0.009456115,-0.037672242,-0.021652421
-0.08,-0.12,-0.15,-0.06312063,-0.10812839,-0.067384309,0.4109,0.4743,0.583,-0.00248,0.00097,0.00699,0.0465,-0.04,0.0237,0.046134292,-0.009456115,-0.037672242
-0.04,-0.08,-0.12,0.004581071,-0.06312063,-0.10812839,0.4155,0.4109,0.4743,0.00065,-0.00248,0.00097,0.0064,0.0465,-0.04,0.019307352,0.046134292,-0.009456115
-0.01,-0.04,-0.08,0.05177143,0.004581071,-0.06312063,0.4675,0.4155,0.4109,0.00039,0.00065,-0.00248,0.0174,0.0064,0.0465,-0.015736927,0.019307352,0.046134292
0.03,-0.01,-0.04,-0.011148505,0.05177143,0.004581071,0.4563,0.4675,0.4155,-0.01461,0.00039,0.00065,0.0295,0.0174,0.0064,0.000341855,-0.015736927,0.019307352
0.09,0.03,-0.01,-0.078672099,-0.011148505,0.05177143,0.3773,0.4563,0.4675,-0.06108,-0.01461,0.00039,-0.0372,0.0295,0.0174,0.077821584,0.000341855,-0.015736927
0.18,0.09,0.03,-0.01564221,-0.078672099,-0.011148505,0.3616,0.3773,0.4563,-0.10747,-0.06108,-0.01461,0.0103,-0.0372,0.0295,0.025019272,0.077821584,0.000341855
0.21,0.18,0.09,0.035166631,-0.01564221,-0.078672099,0.3969,0.3616,0.3773,-0.02706,-0.10747,-0.06108,0.0081,0.0103,-0.0372,-0.001267263,0.025019272,0.077821584
0.2,0.21,0.18,0.036249529,0.035166631,-0.01564221,0.4333,0.3969,0.3616,0.01843,-0.02706,-0.10747,-0.0052,0.0081,0.0103,0.028977877,-0.001267263,0.025019272
0.15,0.2,0.21,0.069474722,0.036249529,0.035166631,0.5031,0.4333,0.3969,0.00023,0.01843,-0.02706,0.0812,-0.0052,0.0081,-0.029647968,0.028977877,-0.001267263
0.11,0.15,0.2,0.055008046,0.069474722,0.036249529,0.5584,0.5031,0.4333,-0.02547,0.00023,0.01843,-0.0308,0.0812,-0.0052,0.024611728,-0.029647968,0.028977877
0.06,0.11,0.15,-0.005370158,0.055008046,0.069474722,0.553,0.5584,0.5031,-0.01016,-0.02547,0.00023,0.0404,-0.0308,0.0812,0.034065838,0.024611728,-0.029647968
0.04,0.06,0.11,0.023268602,-0.005370158,0.055008046,0.5764,0.553,0.5584,-0.00536,-0.01016,-0.02547,0.0133,0.0404,-0.0308,0.004464694,0.034065838,0.024611728
0.02,0.04,0.06,0.098682208,0.023268602,-0.005370158,0.6757,0.5764,0.553,-0.01107,-0.00536,-0.01016,-0.0132,0.0133,0.0404,0.016450496,0.004464694,0.034065838
0.02,0.02,0.04,0.106126191,0.098682208,0.023268602,0.7826,0.6757,0.5764,-0.01054,-0.01107,-0.00536,-0.0203,-0.0132,0.0133,-0.0121653,0.016450496,0.004464694
0.05,0.02,0.02,0.070225558,0.106126191,0.098682208,0.8534,0.7826,0.6757,-0.02432,-0.01054,-0.01107,0.0273,-0.0203,-0.0132,0.020437506,-0.0121653,0.016450496
0.04,0.05,0.02,0.024190606,0.070225558,0.106126191,0.8778,0.8534,0.7826,-0.01639,-0.02432,-0.01054,0.0261,0.0273,-0.0203,0.006118685,0.020437506,-0.0121653
0,0.04,0.05,0.030725529,0.024190606,0.070225558,0.9088,0.8778,0.8534,-0.00132,-0.01639,-0.02432,0.0292,0.0261,0.0273,-0.009126187,0.006118685,0.020437506
-0.04,0,0.04,0.061422751,0.030725529,0.024190606,0.9708,0.9088,0.8778,-0.01191,-0.00132,-0.01639,-0.0329,0.0292,0.0261,0.001755733,-0.009126187,0.006118685
-0.07,-0.04,0,0.072074073,0.061422751,0.030725529,1.0436,0.9708,0.9088,0.02792,-0.01191,-0.00132,-0.0215,-0.0329,0.0292,-0.010014794,0.001755733,-0.009126187
-0.12,-0.07,-0.04,0.085174457,0.072074073,0.061422751,1.1297,1.0436,0.9708,0.07276,0.02792,-0.01191,-0.0187,-0.0215,-0.0329,0.023660589,-0.010014794,0.001755733
-0.15,-0.12,-0.07,0.024223381,0.085174457,0.072074073,1.1542,1.1297,1.0436,0.1367,0.07276,0.02792,0.0341,-0.0187,-0.0215,-0.00891698,0.023660589,-0.010014794
-0.15,-0.15,-0.12,-0.00790903,0.024223381,0.085174457,1.1462,1.1542,1.1297,0.00014,0.1367,0.07276,0.0093,0.0341,-0.0187,0.006863119,-0.00891698,0.023660589
-0.13,-1.50E-01,-0.15,9.88667E-05,-0.00790903,0.024223381,1.1463,1.1462,1.1542,0.00379,0.00014,0.1367,0.0073,0.0093,0.0341,0.027095469,0.006863119,-0.00891698
-0.13,-0.13,-0.15,0.017695572,9.88667E-05,-0.00790903,1.1642,1.1463,1.1462,0.02433,0.00379,0.00014,-0.0767,0.0073,0.0093,-0.057101134,0.027095469,0.006863119
-0.1,-0.13,-0.13,0.008698351,0.017695572,9.88667E-05,1.173,1.1642,1.1463,0.08159,0.02433,0.00379,-0.0795,-0.0767,0.0073,-0.023061185,-0.057101134,0.027095469
-0.09,-0.1,-0.13,-0.012256986,0.008698351,0.017695572,1.1606,1.173,1.1642,0.12787,0.08159,0.02433,0.0694,-0.0795,-0.0767,0.0266087,-0.023061185,-0.057101134
-0.11,-0.09,-0.1,-0.005041616,-0.012256986,0.008698351,1.1555,1.1606,1.173,-0.11274,0.12787,0.08159,-0.016,0.0694,-0.0795,0.056261356,0.0266087,-0.023061185
-0.16,-0.11,-0.09,0.014234496,-0.005041616,-0.012256986,1.1699,1.1555,1.1606,-0.00487,-0.11274,0.12787,0.0359,-0.016,0.0694,-0.00386167,0.056261356,0.0266087
-0.25,-0.16,-0.11,0.018580876,0.014234496,-0.005041616,1.1887,1.1699,1.1555,0.10751,-0.00487,-0.11274,0.0224,0.0359,-0.016,-0.000766543,-0.00386167,0.056261356
-0.32,-0.25,-0.16,-0.048732728,0.018580876,0.014234496,1.1394,1.1887,1.1699,0.059,0.10751,-0.00487,-0.006,0.0224,0.0359,-0.006100846,-0.000766543,-0.00386167
-0.37,-0.32,-0.25,-0.071412113,-0.048732728,0.018580876,1.0672,1.1394,1.1887,-0.00426,0.059,0.10751,-0.028,-0.006,0.0224,-0.028729786,-0.006100846,-0.000766543
-0.36,-0.37,-0.32,-0.092159382,-0.071412113,-0.048732728,0.9741,1.0672,1.1394,0.00525,-0.00426,0.059,-0.0421,-0.028,-0.006,-0.033696709,-0.028729786,-0.006100846
-0.32,-0.36,-0.37,-0.104933416,-0.092159382,-0.071412113,0.8682,0.9741,1.0672,0.06865,0.00525,-0.00426,0.0538,-0.0421,-0.028,-0.013481522,-0.033696709,-0.028729786
-0.26,-0.32,-0.36,-0.076664037,-0.104933416,-0.092159382,0.7909,0.8682,0.9741,0.02961,0.06865,0.00525,0.0294,0.0538,-0.0421,-0.036913468,-0.013481522,-0.033696709
-0.16,-0.26,-0.32,-0.02758566,-0.076664037,-0.104933416,0.7631,0.7909,0.8682,0.01378,0.02961,0.06865,-0.0459,0.0294,0.0538,0.011043335,-0.036913468,-0.013481522
-0.07,-0.16,-0.26,0.065577904,-0.02758566,-0.076664037,0.8292,0.7631,0.7909,-0.04224,0.01378,0.02961,-0.0501,-0.0459,0.0294,0.042523065,0.011043335,-0.036913468
0,-0.07,-0.16,0.078418741,0.065577904,-0.02758566,0.9083,0.8292,0.7631,-0.03598,-0.04224,0.01378,-0.0226,-0.0501,-0.0459,0.008008061,0.042523065,0.011043335
0.02,0,-0.07,0.014665706,0.078418741,0.065577904,0.9231,0.9083,0.8292,-0.02,-0.03598,-0.04224,-0.0274,-0.0226,-0.0501,0.032197916,0.008008061,0.042523065
0.02,0.02,0,-0.030126482,0.014665706,0.078418741,0.8927,0.9231,0.9083,-0.02,-0.02,-0.03598,-0.066,-0.0274,-0.0226,-0.021055535,0.032197916,0.008008061
0,0.02,0.02,-0.092814886,-0.030126482,0.014665706,0.7991,0.8927,0.9231,-0.02,-0.02,-0.02,0.0259,-0.066,-0.0274,0.010902315,-0.021055535,0.032197916
-0.02,0,0.02,-0.12656929,-0.092814886,-0.030126482,0.6716,0.7991,0.8927,-0.01,-0.02,-0.02,-0.0545,0.0259,-0.066,0.025807197,0.010902315,-0.021055535
-0.04,-0.02,0,-0.149707323,-0.12656929,-0.092814886,0.521,0.6716,0.7991,-0.01,-0.01,-0.02,0.0441,-0.0545,0.0259,-0.04645383,0.025807197,0.010902315
-0.02,-0.04,-0.02,-0.021589859,-0.149707323,-0.12656929,0.4993,0.521,0.6716,0.01,-0.01,-0.01,-0.1445,0.0441,-0.0545,0.016864077,-0.04645383,0.025807197
0.05,-0.02,-0.04,0.071815503,-0.021589859,-0.149707323,0.5715,0.4993,0.521,0.01,0.01,-0.01,0.0744,-0.1445,0.0441,-0.013481579,0.016864077,-0.04645383
0.17,0.05,-0.02,0.139901992,0.071815503,-0.021589859,0.7123,0.5715,0.4993,0.01,0.01,0.01,0.0471,0.0744,-0.1445,0.017596427,-0.013481579,0.016864077
0.27,0.17,0.05,0.100830571,0.139901992,0.071815503,0.8139,0.7123,0.5715,0,0.01,0.01,-0.0572,0.0471,0.0744,0.010355724,0.017596427,-0.013481579
0.37,0.27,0.17,-0.069458987,0.100830571,0.139901992,0.7439,0.8139,0.7123,-0.05,0,0.01,0.0477,-0.0572,0.0471,0.01789924,0.010355724,0.017596427
0.46,0.37,0.27,-0.480187505,-0.069458987,0.100830571,0.2613,0.7439,0.8139,0.01,-0.05,0,0.0363,0.0477,-0.0572,-0.032269212,0.01789924,0.010355724
-3.19,0.46,0.37,-1.037214284,-0.480187505,-0.069458987,-0.77325,0.2613,0.7439,-0.22,0.01,-0.05,-0.119,0.0363,0.0477,-0.214886463,-0.032269212,0.01789924
-8.92,-3.19,0.46,-1.118573956,-1.037214284,-0.480187505,-1.87699,-0.77325,0.2613,0.12,-0.22,0.01,-0.2776,-0.119,0.0363,-0.000390044,-0.214886463,-0.032269212
2.57,-8.92,-3.19,-0.347903245,-1.118573956,-1.037214284,-2.21777,-1.87699,-0.77325,-0.32,0.12,-0.22,0.0373,-0.2776,-0.119,0.037885476,-0.000390044,-0.214886463
5.52,2.57,-8.92,0.208950431,-0.347903245,-1.118573956,-2.01324,-2.21777,-1.87699,-0.14,-0.32,0.12,0.0858,0.0373,-0.2776,0.048266929,0.037885476,-0.000390044
4.28,5.52,2.57,0.278292913,0.208950431,-0.347903245,-1.74017,-2.01324,-2.21777,-0.09,-0.14,-0.32,0.2121,0.0858,0.0373,-0.012373911,0.048266929,0.037885476
-0.05,4.28,5.52,0.252744072,0.278292913,0.208950431,-1.49151,-1.74017,-2.01324,-0.03,-0.09,-0.14,-0.0991,0.2121,0.0858,-0.016024716,-0.012373911,0.048266929
-0.83,-0.05,4.28,0.213854239,0.252744072,0.278292913,-1.28062,-1.49151,-1.74017,-0.01,-0.03,-0.09,0.0623,-0.0991,0.2121,-0.022331546,-0.016024716,-0.012373911
-0.45,-0.83,-0.05,0.079749892,0.213854239,0.252744072,-1.20186,-1.28062,-1.49151,-0.01,-0.01,-0.03,0.1709,0.0623,-0.0991,-0.013740106,-0.022331546,-0.016024716
0,-0.45,-0.83,0.011952952,0.079749892,0.213854239,-1.19005,-1.20186,-1.28062,-0.01,-0.01,-0.01,-0.1662,0.1709,0.0623,0.063409504,-0.013740106,-0.022331546
1.05,0,-0.45,0.114902141,0.011952952,0.079749892,-1.07645,-1.19005,-1.20186,-0.01,-0.01,-0.01,0.0862,-0.1662,0.1709,0.047389106,0.063409504,-0.013740106
-0.36,1.05,0,0.140292785,0.114902141,0.011952952,-0.93757,-1.07645,-1.19005,0,-0.01,-0.01,-0.1321,0.0862,-0.1662,0.02604824,0.047389106,0.063409504
0.83,-0.36,1.05,0.278214713,0.140292785,0.114902141,-0.66158,-0.93757,-1.07645,0.02,0,-0.01,0.1094,-0.1321,0.0862,-0.015493354,0.02604824,0.047389106
1.05,0.83,-0.36,0.408913637,0.278214713,0.140292785,-0.25454,-0.66158,-0.93757,0.03,0.02,0,0.2077,0.1094,-0.1321,0.019749001,-0.015493354,0.02604824
0.67,1.05,0.83,0.324040572,0.408913637,0.278214713,0.0692,-0.25454,-0.66158,0.01,0.03,0.02,-0.0009,0.2077,0.1094,0.028686246,0.019749001,-0.015493354
0.48,0.67,1.05,0.245528218,0.324040572,0.408913637,0.3152,0.0692,-0.25454,-0.01,0.01,0.03,0.0971,-0.0009,0.2077,0.016687086,0.028686246,0.019749001
0.34,0.48,0.67,0.151208652,0.245528218,0.324040572,0.467,0.3152,0.0692,0,-0.01,0.01,0.0192,0.0971,-0.0009,0.01082097,0.016687086,0.028686246
0.14,0.34,0.48,-0.099784009,0.151208652,0.245528218,0.3668,0.467,0.3152,0,0,-0.01,0.052,0.0192,0.0971,-0.007012552,0.01082097,0.016687086
-0.04,0.14,0.34,-0.238610269,-0.099784009,0.151208652,0.1276,0.3668,0.467,-0.01,0,0,-0.0622,0.052,0.0192,0.012958211,-0.007012552,0.01082097
-0.17,-0.04,0.14,-0.163875269,-0.238610269,-0.099784009,-0.03635,0.1276,0.3668,0,-0.01,0,0.0122,-0.0622,0.052,-0.010348134,0.012958211,-0.007012552
-0.26,-0.17,-0.04,-0.183164162,-0.163875269,-0.238610269,-0.21928,-0.03635,0.1276,0.09,0,-0.01,0.0275,0.0122,-0.0622,0.01387551,-0.010348134,0.012958211
-0.36,-0.26,-0.17,-0.227326105,-0.183164162,-0.163875269,-0.44585,-0.21928,-0.03635,-0.03,0.09,0,0.0438,0.0275,0.0122,0.014191057,0.01387551,-0.010348134
-0.51,-0.36,-0.26,-0.240439536,-0.227326105,-0.183164162,-0.68493,-0.44585,-0.21928,0.03,-0.03,0.09,-0.0171,0.0438,0.0275,0.003227151,0.014191057,0.01387551
-0.7,-0.51,-0.36,-0.335041599,-0.240439536,-0.227326105,-1.01712,-0.68493,-0.44585,0.37,0.03,-0.03,-0.0253,-0.0171,0.0438,0.028432442,0.003227151,0.014191057
-0.87,-0.7,-0.51,-0.464551459,-0.335041599,-0.240439536,-1.47588,-1.01712,-0.68493,0.28,0.37,0.03,-0.0239,-0.0253,-0.0171,0.00533536,0.028432442,0.003227151
-0.92,-0.87,-0.7,-0.546279848,-0.464551459,-0.335041599,-2.01263,-1.47588,-1.01712,0.18,0.28,0.37,-0.0024,-0.0239,-0.0253,-0.029273642,0.00533536,0.028432442
-0.84,-0.92,-0.87,-0.397267733,-0.546279848,-0.464551459,-2.40113,-2.01263,-1.47588,0.14,0.18,0.28,-0.0842,-0.0024,-0.0239,0.033586883,-0.029273642,0.00533536
-0.71,-0.84,-0.92,-0.376614294,-0.397267733,-0.546279848,-2.76801,-2.40113,-2.01263,0.18,0.14,0.18,0.0871,-0.0842,-0.0024,-0.014364505,0.033586883,-0.029273642
-0.56,-0.71,-0.84,-0.378667784,-0.376614294,-0.397267733,-3.1355,-2.76801,-2.40113,0.26,0.18,0.14,-0.0941,0.0871,-0.0842,-0.020530652,-0.014364505,0.033586883
-0.41,-0.56,-0.71,-0.207101247,-0.378667784,-0.376614294,-3.3359,-3.1355,-2.76801,0.27,0.26,0.18,-0.0314,-0.0941,0.0871,-0.010017438,-0.020530652,-0.014364505
-0.29,-0.41,-0.56,0.004551741,-0.207101247,-0.378667784,-3.3315,-3.3359,-3.1355,0.39,0.27,0.26,-0.1222,-0.0314,-0.0941,0.033297039,-0.010017438,-0.020530652
-0.15,-0.29,-0.41,0.019952803,0.004551741,-0.207101247,-3.31221,-3.3315,-3.3359,0.68,0.39,0.27,-0.0344,-0.1222,-0.0314,-0.037171228,0.033297039,-0.010017438
0.03,-0.15,-0.29,0.099301384,0.019952803,0.004551741,-3.21615,-3.31221,-3.3315,0.48,0.68,0.39,0.1075,-0.0344,-0.1222,-0.030173877,-0.037171228,0.033297039
0.21,0.03,-0.15,0.186035599,0.099301384,0.019952803,-3.03593,-3.21615,-3.31221,0.13,0.48,0.68,-0.073,0.1075,-0.0344,0.056797737,-0.030173877,-0.037171228
0.33,0.21,0.03,0.278642622,0.186035599,0.099301384,-2.76537,-3.03593,-3.21615,0.26,0.13,0.48,-0.017,-0.073,0.1075,0.014370285,0.056797737,-0.030173877
0.43,0.33,0.21,0.311717241,0.278642622,0.186035599,-2.4618,-2.76537,-3.03593,0.23,0.26,0.13,0.0413,-0.017,-0.073,0.034738651,0.014370285,0.056797737
0.48,0.43,0.33,0.254100287,0.311717241,0.278642622,-2.21364,-2.4618,-2.76537,0.2,0.23,0.26,-0.0539,0.0413,-0.017,0.023474835,0.034738651,0.014370285
0.46,0.48,0.43,0.174360994,0.254100287,0.311717241,-2.04299,-2.21364,-2.4618,0.12,0.2,0.23,0.0177,-0.0539,0.0413,-0.03499785,0.023474835,0.034738651
0.44,0.46,0.48,0.213895623,0.174360994,0.254100287,-1.83324,-2.04299,-2.21364,0.19,0.12,0.2,-0.0443,0.0177,-0.0539,0.023723346,-0.03499785,0.023474835
0.41,0.44,0.46,0.190931181,0.213895623,0.174360994,-1.64563,-1.83324,-2.04299,0.21,0.19,0.12,-0.0162,-0.0443,0.0177,-0.013642191,0.023723346,-0.03499785
0.36,0.41,0.44,0.178520975,0.190931181,0.213895623,-1.46989,-1.64563,-1.83324,0.36,0.21,0.19,0.0192,-0.0162,-0.0443,-0.020181533,-0.013642191,0.023723346
0.3,0.36,0.41,0.0793047,0.178520975,0.190931181,-1.39172,-1.46989,-1.64563,0.4,0.36,0.21,0.1053,0.0192,-0.0162,-0.005851383,-0.020181533,-0.013642191
0.3,0.3,0.36,-0.103797675,0.0793047,0.178520975,-1.49402,-1.39172,-1.46989,0.04,0.4,0.36,-0.0989,0.1053,0.0192,-0.009220684,-0.005851383,-0.020181533
0.26,0.3,0.3,-0.16397213,-0.103797675,0.0793047,-1.65541,-1.49402,-1.39172,-0.01,0.04,0.4,0.0023,-0.0989,0.1053,0.017820026,-0.009220684,-0.005851383
0.23,0.26,0.3,-0.104167741,-0.16397213,-0.103797675,-1.7578,-1.65541,-1.49402,-0.12,-0.01,0.04,0.0808,0.0023,-0.0989,-0.012470545,0.017820026,-0.009220684
0.2,0.23,0.26,0.109943184,-0.104167741,-0.16397213,-1.64973,-1.7578,-1.65541,-0.04,-0.12,-0.01,-0.1196,0.0808,0.0023,-0.005225389,-0.012470545,0.017820026
0.19,0.2,0.23,0.327636669,0.109943184,-0.104167741,-1.32697,-1.64973,-1.7578,-0.14,-0.04,-0.12,0.0463,-0.1196,0.0808,0.023176992,-0.005225389,-0.012470545
0.18,0.19,0.2,0.34575761,0.327636669,0.109943184,-0.98521,-1.32697,-1.64973,-0.02,-0.14,-0.04,-0.042,0.0463,-0.1196,-0.001405573,0.023176992,-0.005225389
0.16,0.18,0.19,0.188158371,0.34575761,0.327636669,-0.79873,-0.98521,-1.32697,0.01,-0.02,-0.14,0.0194,-0.042,0.0463,0.004548742,-0.001405573,0.023176992
0.14,0.16,0.18,0.061311061,0.188158371,0.34575761,-0.73789,-0.79873,-0.98521,-0.01,0.01,-0.02,0.0177,0.0194,-0.042,0.018343087,0.004548742,-0.001405573
0.16,0.14,0.16,-0.072904326,0.061311061,0.188158371,-0.81023,-0.73789,-0.79873,-0.02,-0.01,0.01,0.0524,0.0177,0.0194,0.025476492,0.018343087,0.004548742
0.2,0.16,0.14,-0.140263988,-0.072904326,0.061311061,-0.94926,-0.81023,-0.73789,-0.02,-0.02,-0.01,-0.1096,0.0524,0.0177,0.043637241,0.025476492,0.018343087
0.2,0.2,0.16,-0.079728302,-0.140263988,-0.072904326,-1.0282,-0.94926,-0.81023,0,-0.02,-0.02,0.0693,-0.1096,0.0524,-0.013106853,0.043637241,0.025476492
0.15,0.2,0.2,-0.019947065,-0.079728302,-0.140263988,-1.04794,-1.0282,-0.94926,-0.07,0,-0.02,0.0285,0.0693,-0.1096,-0.001272227,-0.013106853,0.043637241
0.04,0.15,0.2,0.036647397,-0.019947065,-0.079728302,-1.01167,-1.04794,-1.0282,-0.18,-0.07,0,-0.0488,0.0285,0.0693,0.006296905,-0.001272227,-0.013106853
-0.06,0.04,0.15,0.071881625,0.036647397,-0.019947065,-0.94049,-1.01167,-1.04794,-0.07,-0.18,-0.07,-0.0678,-0.0488,0.0285,0.001099755,0.006296905,-0.001272227
-0.1,-0.06,0.04,0.068188269,0.071881625,0.036647397,-0.87292,-0.94049,-1.01167,-0.09,-0.07,-0.18,0.0675,-0.0678,-0.0488,0.000124454,0.001099755,0.006296905
-0.09,-0.1,-0.06,0.004478999,0.068188269,0.071881625,-0.86848,-0.87292,-0.94049,-0.07,-0.09,-0.07,0.0304,0.0675,-0.0678,-0.013177732,0.000124454,0.001099755
-0.05,-0.09,-0.1,-0.069406655,0.004478999,0.068188269,-0.93726,-0.86848,-0.87292,-0.04,-0.07,-0.09,-0.2036,0.0304,0.0675,0.008520665,-0.013177732,0.000124454