CLI,CLI_t-1,CLI_t-2,y0,y1,y2,y4,y0_t-1,y1_t-1,y2_t-1,y4_t-1,y0_t-2,y1_t-2,y2_t-2,y4_t-2
-0.04,-0.13,-0.22,0.503695077,0.207244255,-1.2412,0.1035,0.304594847,0.186588895,-1.44566,-0.0213,0.105494618,0.133492714,-1.62938,0.0069
0.01,-0.04,-0.13,0.244481383,0.147543766,-1.09538,0.0131,0.503695077,0.207244255,-1.2412,0.1035,0.304594847,0.186588895,-1.44566,-0.0213
0.03,0.01,-0.04,-0.01473231,0.067163382,-1.02893,0.0053,0.244481383,0.147543766,-1.09538,0.0131,0.503695077,0.207244255,-1.2412,0.1035
0.05,0.03,0.01,-0.273946004,-0.00060624,-1.02953,0.027,-0.01473231,0.067163382,-1.02893,0.0053,0.244481383,0.147543766,-1.09538,0.0131
0.07,0.05,0.03,0.008218812,-0.034561734,-1.06373,-0.1293,-0.273946004,-0.00060624,-1.02953,0.027,-0.01473231,0.067163382,-1.02893,0.0053
0.12,0.07,0.05,0.290383627,-0.093892358,-1.15658,0.0438,0.008218812,-0.034561734,-1.06373,-0.1293,-0.273946004,-0.00060624,-1.02953,0.027
0.18,0.12,0.07,0.572548443,-0.052359122,-1.20832,0.0564,0.290383627,-0.093892358,-1.15658,0.0438,0.008218812,-0.034561734,-1.06373,-0.1293
0.21,0.18,0.12,0.316479262,-0.000668075,-1.20898,-0.0866,0.572548443,-0.052359122,-1.20832,0.0564,0.290383627,-0.093892358,-1.15658,0.0438
0.23,0.21,0.18,0.06041008,0.042636486,-1.16685,0.0471,0.316479262,-0.000668075,-1.20898,-0.0866,0.572548443,-0.052359122,-1.20832,0.0564
0.21,0.23,0.21,-0.195659101,0.059901222,-1.10763,0.0477,0.06041008,0.042636486,-1.16685,0.0471,0.316479262,-0.000668075,-1.20898,-0.0866
0.18,0.21,0.23,-0.086495305,0.009039723,-1.09869,-0.0802,-0.195659101,0.059901222,-1.10763,0.0477,0.06041008,0.042636486,-1.16685,0.0471
0.18,0.18,0.21,0.022668491,-0.048625939,-1.14677,0.0488,-0.086495305,0.009039723,-1.09869,-0.0802,-0.195659101,0.059901222,-1.10763,0.0477
0.19,0.18,0.18,0.131832287,0.067825055,-1.0797,-0.0332,0.022668491,-0.048625939,-1.14677,0.0488,-0.086495305,0.009039723,-1.09869,-0.0802
0.22,0.19,0.18,0.169373437,0.117671992,-0.96323,-0.0068,0.131832287,0.067825055,-1.0797,-0.0332,0.022668491,-0.048625939,-1.14677,0.0488
0.26,0.22,0.19,0.206914588,0.109908835,-0.85432,0.0455,0.169373437,0.117671992,-0.96323,-0.0068,0.131832287,0.067825055,-1.0797,-0.0332
0.27,0.26,0.22,0.244455739,0.106826045,-0.74835,-0.0098,0.206914588,0.109908835,-0.85432,0.0455,0.169373437,0.117671992,-0.96323,-0.0068
0.27,0.27,0.26,0.256971477,0.145654673,-0.60368,-0.0125,0.244455739,0.106826045,-0.74835,-0.0098,0.206914588,0.109908835,-0.85432,0.0455
0.27,0.27,0.27,0.269487214,0.129498377,-0.47488,-0.0464,0.256971477,0.145654673,-0.60368,-0.0125,0.244455739,0.106826045,-0.74835,-0.0098
0.27,0.27,0.27,0.282002952,0.105425316,-0.3699,0.0762,0.269487214,0.129498377,-0.47488,-0.0464,0.256971477,0.145654673,-0.60368,-0.0125
0.23,0.27,0.27,0.260012048,0.014342026,-0.35561,0.0568,0.282002952,0.105425316,-0.3699,0.0762,0.269487214,0.129498377,-0.47488,-0.0464
0.18,0.23,0.27,0.238021144,-0.051867848,-0.40728,0.1006,0.260012048,0.014342026,-0.35561,0.0568,0.282002952,0.105425316,-0.3699,0.0762
0.12,0.18,0.23,0.21603024,-0.072330634,-0.47929,-0.0955,0.238021144,-0.051867848,-0.40728,0.1006,0.260012048,0.014342026,-0.35561,0.0568
0.1,0.12,0.18,0.232971296,0.026855125,-0.45256,0.086,0.21603024,-0.072330634,-0.47929,-0.0955,0.238021144,-0.051867848,-0.40728,0.1006
0.1,0.1,0.12,0.249912352,0.085370065,-0.36754,-0.0344,0.232971296,0.026855125,-0.45256,0.086,0.21603024,-0.072330634,-0.47929,-0.0955
0.1,0.1,0.1,0.266853408,0.055147536,-0.31258,-0.0264,0.249912352,0.085370065,-0.36754,-0.0344,0.232971296,0.026855125,-0.45256,0.086
0.08,0.1,0.1,0.283374296,0.048078761,-0.26464,-0.0001,0.266853408,0.055147536,-0.31258,-0.0264,0.249912352,0.085370065,-0.36754,-0.0344
0.06,0.08,0.1,0.299895183,0.088414987,-0.17642,-0.0341,0.283374296,0.048078761,-0.26464,-0.0001,0.266853408,0.055147536,-0.31258,-0.0264
0.03,0.06,0.08,0.31641607,0.108812849,-0.06774,0.07,0.299895183,0.088414987,-0.17642,-0.0341,0.283374296,0.048078761,-0.26464,-0.0001
-0.03,0.03,0.06,0.2960008,0.051641654,-0.01612,-0.0225,0.31641607,0.108812849,-0.06774,0.07,0.299895183,0.088414987,-0.17642,-0.0341
-0.09,-0.03,0.03,0.275585529,0.011531194,-0.00459,0.0366,0.2960008,0.051641654,-0.01612,-0.0225,0.31641607,0.108812849,-0.06774,0.07
-0.13,-0.09,-0.03,0.255170259,-0.02413402,-0.02872,-0.0472,0.275585529,0.011531194,-0.00459,0.0366,0.2960008,0.051641654,-0.01612,-0.0225
-0.15,-0.13,-0.09,0.260621906,-0.019937713,-0.04865,0.0235,0.255170259,-0.02413402,-0.02872,-0.0472,0.275585529,0.011531194,-0.00459,0.0366
-0.17,-0.15,-0.13,0.266073552,0.010474548,-0.03818,-0.0324,0.260621906,-0.019937713,-0.04865,0.0235,0.255170259,-0.02413402,-0.02872,-0.0472
-0.15,-0.17,-0.15,0.271525199,0.05288621,0.0147,-0.0187,0.266073552,0.010474548,-0.03818,-0.0324,0.260621906,-0.019937713,-0.04865,0.0235
-0.13,-0.15,-0.17,0.191045148,0.106427692,0.1212,0.0188,0.271525199,0.05288621,0.0147,-0.0187,0.266073552,0.010474548,-0.03818,-0.0324
-0.1,-0.13,-0.15,0.110565098,0.184406161,0.306,0.0057,0.191045148,0.106427692,0.1212,0.0188,0.271525199,0.05288621,0.0147,-0.0187
-0.06,-0.1,-0.13,0.030085047,0.203071639,0.5099,-0.003,0.110565098,0.184406161,0.306,0.0057,0.191045148,0.106427692,0.1212,0.0188
-0.01,-0.06,-0.1,0.106913641,0.134920517,0.6456,0.0332,0.030085047,0.203071639,0.5099,-0.003,0.110565098,0.184406161,0.306,0.0057
0,-0.01,-0.06,0.183742234,0.05979596,0.7058,-0.0705,0.106913641,0.134920517,0.6456,0.0332,0.030085047,0.203071639,0.5099,-0.003
0,0,-0.01,0.260570827,-0.001588799,0.7042,0.0199,0.183742234,0.05979596,0.7058,-0.0705,0.106913641,0.134920517,0.6456,0.0332
-0.04,0,0,0.201115059,-0.065559964,0.6382,-0.0292,0.260570827,-0.001588799,0.7042,0.0199,0.183742234,0.05979596,0.7058,-0.0705
-0.07,-0.04,0,0.141659291,-0.050987676,0.5869,-0.0269,0.201115059,-0.065559964,0.6382,-0.0292,0.260570827,-0.001588799,0.7042,0.0199
-0.11,-0.07,-0.04,0.082203523,-0.106730868,0.4796,0.0361,0.141659291,-0.050987676,0.5869,-0.0269,0.201115059,-0.065559964,0.6382,-0.0292
-0.16,-0.11,-0.07,0.137789828,-0.086423028,0.3928,-0.0165,0.082203523,-0.106730868,0.4796,0.0361,0.141659291,-0.050987676,0.5869,-0.0269
-0.17,-0.16,-0.11,0.193376134,-0.02659907,0.3661,-0.012,0.137789828,-0.086423028,0.3928,-0.0165,0.082203523,-0.106730868,0.4796,0.0361
-0.17,-0.17,-0.16,0.248962439,0.105059966,0.4716,-0.0187,0.193376134,-0.02659907,0.3661,-0.012,0.137789828,-0.086423028,0.3928,-0.0165
-0.17,-0.17,-0.17,0.194383256,0.133878549,0.6062,-0.0216,0.248962439,0.105059966,0.4716,-0.0187,0.193376134,-0.02659907,0.3661,-0.012
-0.15,-0.17,-0.17,0.139804074,0.04432144,0.6508,-0.0043,0.194383256,0.133878549,0.6062,-0.0216,0.248962439,0.105059966,0.4716,-0.0187
-0.15,-0.15,-0.17,0.085224891,-0.067384309,0.583,0.0237,0.139804074,0.04432144,0.6508,-0.0043,0.194383256,0.133878549,0.6062,-0.0216
-0.12,-0.15,-0.15,0.138889703,-0.10812839,0.4743,-0.04,0.085224891,-0.067384309,0.583,0.0237,0.139804074,0.04432144,0.6508,-0.0043
-0.08,-0.12,-0.15,0.192554515,-0.06312063,0.4109,0.0465,0.138889703,-0.10812839,0.4743,-0.04,0.085224891,-0.067384309,0.583,0.0237
-0.04,-0.08,-0.12,0.246219327,0.004581071,0.4155,0.0064,0.192554515,-0.06312063,0.4109,0.0465,0.138889703,-0.10812839,0.4743,-0.04
-0.01,-0.04,-0.08,0.195890653,0.05177143,0.4675,0.0174,0.246219327,0.004581071,0.4155,0.0064,0.192554515,-0.06312063,0.4109,0.0465
0.03,-0.01,-0.04,0.145561978,-0.011148505,0.4563,0.0295,0.195890653,0.05177143,0.4675,0.0174,0.246219327,0.004581071,0.4155,0.0064
0.09,0.03,-0.01,0.095233303,-0.078672099,0.3773,-0.0372,0.145561978,-0.011148505,0.4563,0.0295,0.195890653,0.05177143,0.4675,0.0174
0.18,0.09,0.03,0.130629696,-0.01564221,0.3616,0.0103,0.095233303,-0.078672099,0.3773,-0.0372,0.145561978,-0.011148505,0.4563,0.0295
0.21,0.18,0.09,0.166026089,0.035166631,0.3969,0.0081,0.130629696,-0.01564221,0.3616,0.0103,0.095233303,-0.078672099,0.3773,-0.0372
0.2,0.21,0.18,0.201422481,0.036249529,0.4333,-0.0052,0.166026089,0.035166631,0.3969,0.0081,0.130629696,-0.01564221,0.3616,0.0103
0.15,0.2,0.21,0.233618291,0.069474722,0.5031,0.0812,0.201422481,0.036249529,0.4333,-0.0052,0.166026089,0.035166631,0.3969,0.0081
0.11,0.15,0.2,0.265814101,0.055008046,0.5584,-0.0308,0.233618291,0.069474722,0.5031,0.0812,0.201422481,0.036249529,0.4333,-0.0052
0.06,0.11,0.15,0.29800991,-0.005370158,0.553,0.0404,0.265814101,0.055008046,0.5584,-0.0308,0.233618291,0.069474722,0.5031,0.0812
0.04,0.06,0.11,0.259683422,0.023268602,0.5764,0.0133,0.29800991,-0.005370158,0.553,0.0404,0.265814101,0.055008046,0.5584,-0.0308
0.02,0.04,0.06,0.221356933,0.098682208,0.6757,-0.0132,0.259683422,0.023268602,0.5764,0.0133,0.29800991,-0.005370158,0.553,0.0404
0.02,0.02,0.04,0.183030445,0.106126191,0.7826,-0.0203,0.221356933,0.098682208,0.6757,-0.0132,0.259683422,0.023268602,0.5764,0.0133
0.05,0.02,0.02,0.182885456,0.070225558,0.8534,0.0273,0.183030445,0.106126191,0.7826,-0.0203,0.221356933,0.098682208,0.6757,-0.0132
0.04,0.05,0.02,0.182740466,0.024190606,0.8778,0.0261,0.182885456,0.070225558,0.8534,0.0273,0.183030445,0.106126191,0.7826,-0.0203
0,0.04,0.05,0.182595477,0.030725529,0.9088,0.0292,0.182740466,0.024190606,0.8778,0.0261,0.182885456,0.070225558,0.8534,0.0273
-0.04,0,0.04,0.221610664,0.061422751,0.9708,-0.0329,0.182595477,0.030725529,0.9088,0.0292,0.182740466,0.024190606,0.8778,0.0261
-0.07,-0.04,0,0.260625851,0.072074073,1.0436,-0.0215,0.221610664,0.061422751,0.9708,-0.0329,0.182595477,0.030725529,0.9088,0.0292
-0.12,-0.07,-0.04,0.299641038,0.085174457,1.1297,-0.0187,0.260625851,0.072074073,1.0436,-0.0215,0.221610664,0.061422751,0.9708,-0.0329
-0.15,-0.12,-0.07,0.189463889,0.0242,1.1542,0.0341,0.299641038,0.085174457,1.1297,-0.0187,0.260625851,0.072074073,1.0436,-0.0215
-0.15,-0.15,-0.12,0.07928674,-0.00790903,1.1462,0.0093,0.189463889,0.0242,1.1542,0.0341,0.299641038,0.085174457,1.1297,-0.0187
-0.13,-0.15,-0.15,-0.03089041,9.88667E-05,1.1463,0.0073,0.07928674,-0.00790903,1.1462,0.0093,0.189463889,0.0242,1.1542,0.0341
-0.13,-0.13,-0.15,0.003435863,0.017695572,1.1642,-0.0767,-0.03089041,9.88667E-05,1.1463,0.0073,0.07928674,-0.00790903,1.1462,0.0093
-0.1,-0.13,-0.13,0.037762135,0.008698351,1.173,-0.0795,0.003435863,0.017695572,1.1642,-0.0767,-0.03089041,9.88667E-05,1.1463,0.0073
-0.09,-0.1,-0.13,0.072088408,-0.012256986,1.1606,0.0694,0.037762135,0.008698351,1.173,-0.0795,0.003435863,0.017695572,1.1642,-0.0767
-0.11,-0.09,-0.1,0.094215763,-0.005041616,1.1555,-0.016,0.072088408,-0.012256986,1.1606,0.0694,0.037762135,0.008698351,1.173,-0.0795
-0.16,-0.11,-0.09,0.116343118,0.014234496,1.1699,0.0359,0.094215763,-0.005041616,1.1555,-0.016,0.072088408,-0.012256986,1.1606,0.0694
-0.25,-0.16,-0.11,0.138470474,0.018580876,1.1887,0.0224,0.116343118,0.014234496,1.1699,0.0359,0.094215763,-0.005041616,1.1555,-0.016
-0.32,-0.25,-0.16,0.074039263,-0.048732728,1.1394,-0.006,0.138470474,0.018580876,1.1887,0.0224,0.116343118,0.014234496,1.1699,0.0359
-0.37,-0.32,-0.25,0.009608052,-0.071412113,1.0672,-0.028,0.074039263,-0.048732728,1.1394,-0.006,0.138470474,0.018580876,1.1887,0.0224
-0.36,-0.37,-0.32,-0.054823158,-0.092159382,0.9741,-0.0421,0.009608052,-0.071412113,1.0672,-0.028,0.074039263,-0.048732728,1.1394,-0.006
-0.32,-0.36,-0.37,0.079097737,-0.104933416,0.8682,0.0538,-0.054823158,-0.092159382,0.9741,-0.0421,0.009608052,-0.071412113,1.0672,-0.028
-0.26,-0.32,-0.36,0.213018632,-0.076664037,0.7909,0.0294,0.079097737,-0.104933416,0.8682,0.0538,-0.054823158,-0.092159382,0.9741,-0.0421
-0.16,-0.26,-0.32,0.346939528,-0.02758566,0.7631,-0.0459,0.213018632,-0.076664037,0.7909,0.0294,0.079097737,-0.104933416,0.8682,0.0538
-0.07,-0.16,-0.26,0.225246486,0.065577904,0.8292,-0.0501,0.346939528,-0.02758566,0.7631,-0.0459,0.213018632,-0.076664037,0.7909,0.0294
0,-0.07,-0.16,0.103553443,0.078418741,0.9083,-0.0226,0.225246486,0.065577904,0.8292,-0.0501,0.346939528,-0.02758566,0.7631,-0.0459
0.02,0,-0.07,-0.018139599,0.014665706,0.9231,-0.0274,0.103553443,0.078418741,0.9083,-0.0226,0.225246486,0.065577904,0.8292,-0.0501
0.02,0.02,0,0.125981456,-0.030126482,0.8927,-0.066,-0.018139599,0.014665706,0.9231,-0.0274,0.103553443,0.078418741,0.9083,-0.0226
0,0.02,0.02,0.270102511,-0.092814886,0.7991,0.0259,0.125981456,-0.030126482,0.8927,-0.066,-0.018139599,0.014665706,0.9231,-0.0274
-0.02,0,0.02,0.414223566,-0.12656929,0.6716,-0.0545,0.270102511,-0.092814886,0.7991,0.0259,0.125981456,-0.030126482,0.8927,-0.066
-0.04,-0.02,0,0.151341597,-0.149707323,0.521,0.0441,0.414223566,-0.12656929,0.6716,-0.0545,0.270102511,-0.092814886,0.7991,0.0259
-0.02,-0.04,-0.02,-0.111540372,-0.021589859,0.4993,-0.1445,0.151341597,-0.149707323,0.521,0.0441,0.414223566,-0.12656929,0.6716,-0.0545
0.05,-0.02,-0.04,-0.37442234,0.071815503,0.5715,0.0744,-0.111540372,-0.021589859,0.4993,-0.1445,0.151341597,-0.149707323,0.521,0.0441
0.17,0.05,-0.02,0.205145957,0.139901992,0.7123,0.0471,-0.37442234,0.071815503,0.5715,0.0744,-0.111540372,-0.021589859,0.4993,-0.1445
0.27,0.17,0.05,0.784714254,0.100830571,0.8139,-0.0572,0.205145957,0.139901992,0.7123,0.0471,-0.37442234,0.071815503,0.5715,0.0744
0.37,0.27,0.17,1.364282551,-0.069458987,0.7439,0.0477,0.784714254,0.100830571,0.8139,-0.0572,0.205145957,0.139901992,0.7123,0.0471
0.46,0.37,0.27,-3.150784893,-0.480187505,0.2613,0.0363,1.364282551,-0.069458987,0.7439,0.0477,0.784714254,0.100830571,0.8139,-0.0572
-3.19,0.46,0.37,-7.665852337,-1.037214284,-0.77325,-0.119,-3.150784893,-0.480187505,0.2613,0.0363,1.364282551,-0.069458987,0.7439,0.0477
-8.92,-3.19,0.46,-12.18091978,-1.118573956,-1.87699,-0.2776,-7.665852337,-1.037214284,-0.77325,-0.119,-3.150784893,-0.480187505,0.2613,0.0363
2.57,-8.92,-3.19,-4.513917708,-0.347903245,-2.21777,0.0373,-12.18091978,-1.118573956,-1.87699,-0.2776,-7.665852337,-1.037214284,-0.77325,-0.119
5.52,2.57,-8.92,3.153084365,0.208950431,-2.01324,0.0858,-4.513917708,-0.347903245,-2.21777,0.0373,-12.18091978,-1.118573956,-1.87699,-0.2776
4.28,5.52,2.57,10.82008644,0.278292913,-1.74017,0.2121,3.153084365,0.208950431,-2.01324,0.0858,-4.513917708,-0.347903245,-2.21777,0.0373
-0.05,4.28,5.52,6.741894018,0.252744072,-1.49151,-0.0991,10.82008644,0.278292913,-1.74017,0.2121,3.153084365,0.208950431,-2.01324,0.0858
-0.83,-0.05,4.28,2.663701598,0.213854239,-1.28062,0.0623,6.741894018,0.252744072,-1.49151,-0.0991,10.82008644,0.278292913,-1.74017,0.2121
-0.45,-0.83,-0.05,-1.414490822,0.079749892,-1.20186,0.1709,2.663701598,0.213854239,-1.28062,0.0623,6.741894018,0.252744072,-1.49151,-0.0991
0,-0.45,-0.83,-1.260078891,0.011952952,-1.19005,-0.1662,-1.414490822,0.079749892,-1.20186,0.1709,2.663701598,0.213854239,-1.28062,0.0623
1.05,0,-0.45,-1.10566696,0.114902141,-1.07645,0.0862,-1.260078891,0.011952952,-1.19005,-0.1662,-1.414490822,0.079749892,-1.20186,0.1709
-0.36,1.05,0,-0.951255028,0.140292785,-0.93757,-0.1321,-1.10566696,0.114902141,-1.07645,0.0862,-1.260078891,0.011952952,-1.19005,-0.1662
0.83,-0.36,1.05,0.593480717,0.278214713,-0.66158,0.1094,-0.951255028,0.140292785,-0.93757,-0.1321,-1.10566696,0.114902141,-1.07645,0.0862
1.05,0.83,-0.36,2.138216463,0.408913637,-0.25454,0.2077,0.593480717,0.278214713,-0.66158,0.1094,-0.951255028,0.140292785,-0.93757,-0.1321
0.67,1.05,0.83,3.682952208,0.324040572,0.0692,-0.0009,2.138216463,0.408913637,-0.25454,0.2077,0.593480717,0.278214713,-0.66158,0.1094
0.48,0.67,1.05,2.416045482,0.245528218,0.3152,0.0971,3.682952208,0.324040572,0.0692,-0.0009,2.138216463,0.408913637,-0.25454,0.2077
0.34,0.48,0.67,1.149138756,0.151208652,0.467,0.0192,2.416045482,0.245528218,0.3152,0.0971,3.682952208,0.324040572,0.0692,-0.0009
0.14,0.34,0.48,-0.11776797,-0.099784009,0.3668,0.052,1.149138756,0.151208652,0.467,0.0192,2.416045482,0.245528218,0.3152,0.0971
-0.04,0.14,0.34,0.155303237,-0.238610269,0.1276,-0.0622,-0.11776797,-0.099784009,0.3668,0.052,1.149138756,0.151208652,0.467,0.0192
-0.17,-0.04,0.14,0.428374443,-0.163875269,-0.03635,0.0122,0.155303237,-0.238610269,0.1276,-0.0622,-0.11776797,-0.099784009,0.3668,0.052
-0.26,-0.17,-0.04,0.70144565,-0.183164162,-0.21928,0.0275,0.428374443,-0.163875269,-0.03635,0.0122,0.155303237,-0.238610269,0.1276,-0.0622
-0.36,-0.26,-0.17,0.521264144,-0.227326105,-0.44585,0.0438,0.70144565,-0.183164162,-0.21928,0.0275,0.428374443,-0.163875269,-0.03635,0.0122
-0.51,-0.36,-0.26,0.341082638,-0.240439536,-0.68493,-0.0171,0.521264144,-0.227326105,-0.44585,0.0438,0.70144565,-0.183164162,-0.21928,0.0275
-0.7,-0.51,-0.36,0.160901132,-0.335041599,-1.01712,-0.0253,0.341082638,-0.240439536,-0.68493,-0.0171,0.521264144,-0.227326105,-0.44585,0.0438
-0.87,-0.7,-0.51,0.143692079,-0.464551459,-1.47588,-0.0239,0.160901132,-0.335041599,-1.01712,-0.0253,0.341082638,-0.240439536,-0.68493,-0.0171
-0.92,-0.87,-0.7,0.126483027,-0.546279848,-2.01263,-0.0024,0.143692079,-0.464551459,-1.47588,-0.0239,0.160901132,-0.335041599,-1.01712,-0.0253
-0.84,-0.92,-0.87,0.109273974,-0.397267733,-2.40113,-0.0842,0.126483027,-0.546279848,-2.01263,-0.0024,0.143692079,-0.464551459,-1.47588,-0.0239
-0.71,-0.84,-0.92,0.07119848,-0.376614294,-2.76801,0.0871,0.109273974,-0.397267733,-2.40113,-0.0842,0.126483027,-0.546279848,-2.01263,-0.0024
-0.56,-0.71,-0.84,0.033122985,-0.378667784,-3.1355,-0.0941,0.07119848,-0.376614294,-2.76801,0.0871,0.109273974,-0.397267733,-2.40113,-0.0842
-0.41,-0.56,-0.71,-0.004952509,-0.207101247,-3.3359,-0.0314,0.033122985,-0.378667784,-3.1355,-0.0941,0.07119848,-0.376614294,-2.76801,0.0871
-0.29,-0.41,-0.56,0.043115142,0.004551741,-3.3315,-0.1222,-0.004952509,-0.207101247,-3.3359,-0.0314,0.033122985,-0.378667784,-3.1355,-0.0941
-0.15,-0.29,-0.41,0.091182794,0.019952803,-3.31221,-0.0344,0.043115142,0.004551741,-3.3315,-0.1222,-0.004952509,-0.207101247,-3.3359,-0.0314
0.03,-0.15,-0.29,0.139250445,0.099301384,-3.21615,0.1075,0.091182794,0.019952803,-3.31221,-0.0344,0.043115142,0.004551741,-3.3315,-0.1222
0.21,0.03,-0.15,0.099004595,0.186035599,-3.03593,-0.073,0.139250445,0.099301384,-3.21615,0.1075,0.091182794,0.019952803,-3.31221,-0.0344
0.33,0.21,0.03,0.058758745,0.278642622,-2.76537,-0.017,0.099004595,0.186035599,-3.03593,-0.073,0.139250445,0.099301384,-3.21615,0.1075
0.43,0.33,0.21,0.018512895,0.311717241,-2.4618,0.0413,0.058758745,0.278642622,-2.76537,-0.017,0.099004595,0.186035599,-3.03593,-0.073
0.48,0.43,0.33,0.011613031,0.254100287,-2.21364,-0.0539,0.018512895,0.311717241,-2.4618,0.0413,0.058758745,0.278642622,-2.76537,-0.017
0.46,0.48,0.43,0.004713168,0.174360994,-2.04299,0.0177,0.011613031,0.254100287,-2.21364,-0.0539,0.018512895,0.311717241,-2.4618,0.0413
0.44,0.46,0.48,-0.002186696,0.213895623,-1.83324,-0.0443,0.004713168,0.174360994,-2.04299,0.0177,0.011613031,0.254100287,-2.21364,-0.0539
0.41,0.44,0.46,-0.004166494,0.190931181,-1.64563,-0.0162,-0.002186696,0.213895623,-1.83324,-0.0443,0.004713168,0.174360994,-2.04299,0.0177
0.36,0.41,0.44,-0.006146291,0.178520975,-1.46989,0.0192,-0.004166494,0.190931181,-1.64563,-0.0162,-0.002186696,0.213895623,-1.83324,-0.0443
0.3,0.36,0.41,-0.008126089,0.0793047,-1.39172,0.1053,-0.006146291,0.178520975,-1.46989,0.0192,-0.004166494,0.190931181,-1.64563,-0.0162
0.3,0.3,0.36,-0.066822186,-0.103797675,-1.49402,-0.0989,-0.008126089,0.0793047,-1.39172,0.1053,-0.006146291,0.178520975,-1.46989,0.0192
0.26,0.3,0.3,-0.125518283,-0.16397213,-1.65541,0.0023,-0.066822186,-0.103797675,-1.49402,-0.0989,-0.008126089,0.0793047,-1.39172,0.1053
0.23,0.26,0.3,-0.18421438,-0.104167741,-1.7578,0.0808,-0.125518283,-0.16397213,-1.65541,0.0023,-0.066822186,-0.103797675,-1.49402,-0.0989
0.2,0.23,0.26,0.021571878,0.109943184,-1.64973,-0.1196,-0.18421438,-0.104167741,-1.7578,0.0808,-0.125518283,-0.16397213,-1.65541,0.0023
0.19,0.2,0.23,0.227358137,0.327636669,-1.32697,0.0463,0.021571878,0.109943184,-1.64973,-0.1196,-0.18421438,-0.104167741,-1.7578,0.0808
0.18,0.19,0.2,0.433144396,0.34575761,-0.98521,-0.042,0.227358137,0.327636669,-1.32697,0.0463,0.021571878,0.109943184,-1.64973,-0.1196
0.16,0.18,0.19,0.339355763,0.188158371,-0.79873,0.0194,0.433144396,0.34575761,-0.98521,-0.042,0.227358137,0.327636669,-1.32697,0.0463
0.14,0.16,0.18,0.245567131,0.061311061,-0.73789,0.0177,0.339355763,0.188158371,-0.79873,0.0194,0.433144396,0.34575761,-0.98521,-0.042
0.16,0.14,0.16,0.151778498,-0.072904326,-0.81023,0.0524,0.245567131,0.061311061,-0.73789,0.0177,0.339355763,0.188158371,-0.79873,0.0194
0.2,0.16,0.14,0.091488245,-0.140263988,-0.94926,-0.1096,0.151778498,-0.072904326,-0.81023,0.0524,0.245567131,0.061311061,-0.73789,0.0177
0.2,0.2,0.16,0.031197991,-0.079728302,-1.0282,0.0693,0.091488245,-0.140263988,-0.94926,-0.1096,0.151778498,-0.072904326,-0.81023,0.0524
0.15,0.2,0.2,-0.029092262,-0.019947065,-1.04794,0.0285,0.031197991,-0.079728302,-1.0282,0.0693,0.091488245,-0.140263988,-0.94926,-0.1096
0.04,0.15,0.2,-0.023924926,0.036647397,-1.01167,-0.0488,-0.029092262,-0.019947065,-1.04794,0.0285,0.031197991,-0.079728302,-1.0282,0.0693
-0.06,0.04,0.15,-0.01875759,0.071881625,-0.94049,-0.0678,-0.023924926,0.036647397,-1.01167,-0.0488,-0.029092262,-0.019947065,-1.04794,0.0285
-0.1,-0.06,0.04,-0.013590254,0.068188269,-0.87292,0.0675,-0.01875759,0.071881625,-0.94049,-0.0678,-0.023924926,0.036647397,-1.01167,-0.0488
-0.09,-0.1,-0.06,0.097155154,0.004478999,-0.86848,0.0304,-0.013590254,0.068188269,-0.87292,0.0675,-0.01875759,0.071881625,-0.94049,-0.0678
-0.05,-0.09,-0.1,0.207900561,-0.069406655,-0.93726,-0.2036,0.097155154,0.004478999,-0.86848,0.0304,-0.013590254,0.068188269,-0.87292,0.0675