CLI,CLI_t-1,CLI_t-2_stock removed,y1,y2,y3,y4,y5,y1_t-1,y2_t-1,y3_t-1,y4_t-1,y5_t-1,y1_t-2,y2_t-2,y3_t-2,y4_t-2,y5_t-2,CLI_t-3_stock removed,CLI_t-4_stock removed
0.05,0.11,0.035064954,0.094468963,-0.82008,-0.14625,-0.0603,0.032096895,0.022356756,-0.91373,0.04581,0.0263,0.002875756,-0.047876713,-0.93588,-0.08949,0.0721,0.059123437,0.062169217,0.050294331
0,0.05,0.027618345,0.176482755,-0.64489,-0.20602,0.0434,-0.004339273,0.094468963,-0.82008,-0.14625,-0.0603,0.032096895,0.022356756,-0.91373,0.04581,0.0263,0.002875756,0.035064954,0.062169217
-0.05,0,0.060327778,0.308606567,-0.3378,-0.22479,-0.0116,0.064948883,0.176482755,-0.64489,-0.20602,0.0434,-0.004339273,0.094468963,-0.82008,-0.14625,-0.0603,0.032096895,0.027618345,0.035064954
-0.09,-0.05,0.102746167,0.320620257,-0.01775,0.06064,0.027,0.035492112,0.308606567,-0.3378,-0.22479,-0.0116,0.064948883,0.176482755,-0.64489,-0.20602,0.0434,-0.004339273,0.060327778,0.027618345
-0.15,-0.09,0.024963112,0.218549841,0.201,-0.18017,0.0277,-0.010168112,0.320620257,-0.01775,0.06064,0.027,0.035492112,0.308606567,-0.3378,-0.22479,-0.0116,0.064948883,0.102746167,0.060327778
-0.18,-0.15,-0.065623288,0.146996228,0.3484,-0.0357,-0.0218,-0.056024843,0.218549841,0.201,-0.18017,0.0277,-0.010168112,0.320620257,-0.01775,0.06064,0.027,0.035492112,0.024963112,0.102746167
-0.17,-0.18,-0.078160224,0.153944688,0.503,0.06223,-0.0208,-0.023449114,0.146996228,0.3484,-0.0357,-0.0218,-0.056024843,0.218549841,0.201,-0.18017,0.0277,-0.010168112,-0.065623288,0.024963112
-0.12,-0.17,-0.036457612,0.155893666,0.6598,-0.06254,0.0575,-0.013320861,0.153944688,0.503,0.06223,-0.0208,-0.023449114,0.146996228,0.3484,-0.0357,-0.0218,-0.056024843,-0.078160224,-0.065623288
-0.07,-0.12,-0.048099341,0.128072389,0.7888,-0.03941,0.0214,-0.035248014,0.155893666,0.6598,-0.06254,0.0575,-0.013320861,0.153944688,0.503,0.06223,-0.0208,-0.023449114,-0.036457612,-0.078160224
-0.05,-0.07,-0.017047406,0.091436602,0.881,0.07851,-0.0377,0.018865582,0.128072389,0.7888,-0.03941,0.0214,-0.035248014,0.155893666,0.6598,-0.06254,0.0575,-0.013320861,-0.048099341,-0.036457612
-0.03,-0.05,0.066487138,0.098978567,0.9809,0.31108,0.0953,0.046739782,0.091436602,0.881,0.07851,-0.0377,0.018865582,0.128072389,0.7888,-0.03941,0.0214,-0.035248014,-0.017047406,-0.048099341
-0.07,-0.03,0.020343391,0.071572079,1.0532,0.19066,-0.0304,-0.025217721,0.098978567,0.9809,0.31108,0.0953,0.046739782,0.091436602,0.881,0.07851,-0.0377,0.018865582,0.066487138,-0.017047406
-0.09,-0.07,-0.041443607,0.02434065,1.0778,0.20659,0.0067,-0.016645651,0.071572079,1.0532,0.19066,-0.0304,-0.025217721,0.098978567,0.9809,0.31108,0.0953,0.046739782,0.020343391,0.066487138
-0.11,-0.09,-0.003707193,-0.018700216,1.0589,0.15066,0.0201,0.013157473,0.02434065,1.0778,0.20659,0.0067,-0.016645651,0.071572079,1.0532,0.19066,-0.0304,-0.025217721,-0.041443607,0.020343391
-0.11,-0.11,-0.006612611,-0.028205353,1.0304,0.30149,0.0217,-0.019513338,-0.018700216,1.0589,0.15066,0.0201,0.013157473,0.02434065,1.0778,0.20659,0.0067,-0.016645651,-0.003707193,-0.041443607
-0.07,-0.11,-0.01897069,-0.047323688,0.9826,0.21093,-0.0233,0.000553448,-0.028205353,1.0304,0.30149,0.0217,-0.019513338,-0.018700216,1.0589,0.15066,0.0201,0.013157473,-0.006612611,-0.003707193
-0.03,-0.07,0.008278188,-0.124256976,0.8572,0.16613,0.0412,0.007720467,-0.047323688,0.9826,0.21093,-0.0233,0.000553448,-0.028205353,1.0304,0.30149,0.0217,-0.019513338,-0.01897069,-0.006612611
0,-0.03,0.016492558,-0.136622954,0.7195,-0.07837,-0.0249,0.008704885,-0.124256976,0.8572,0.16613,0.0412,0.007720467,-0.047323688,0.9826,0.21093,-0.0233,0.000553448,0.008278188,-0.01897069
0.03,0,0.048072979,-0.04230463,0.6769,0.01079,-0.0374,0.039028357,-0.136622954,0.7195,-0.07837,-0.0249,0.008704885,-0.124256976,0.8572,0.16613,0.0412,0.007720467,0.016492558,0.008278188
0.07,0.03,0.068245209,0.023140665,0.7002,0.03983,0.0442,0.028119397,-0.04230463,0.6769,0.01079,-0.0374,0.039028357,-0.136622954,0.7195,-0.07837,-0.0249,0.008704885,0.048072979,0.016492558
0.07,0.07,0.047890504,0.096576792,0.7975,-0.06132,-0.0588,0.01923036,0.023140665,0.7002,0.03983,0.0442,0.028119397,-0.04230463,0.6769,0.01079,-0.0374,0.039028357,0.068245209,0.048072979
0.06,0.07,0.042021728,0.068827223,0.8669,0.16202,-0.038,0.022361351,0.096576792,0.7975,-0.06132,-0.0588,0.01923036,0.023140665,0.7002,0.03983,0.0442,0.028119397,0.047890504,0.068245209
0.04,0.06,0.040400683,-0.021515814,0.8452,-0.00118,0.0254,0.017644772,0.068827223,0.8669,0.16202,-0.038,0.022361351,0.096576792,0.7975,-0.06132,-0.0588,0.01923036,0.042021728,0.047890504
0.01,0.04,0.031453916,-0.131972351,0.7122,-0.08029,-0.0238,0.01356971,-0.021515814,0.8452,-0.00118,0.0254,0.017644772,0.068827223,0.8669,0.16202,-0.038,0.022361351,0.040400683,0.042021728
-0.01,0.01,0.01286086,-0.11534548,0.5961,0.02244,-0.0196,-0.00069936,-0.131972351,0.7122,-0.08029,-0.0238,0.01356971,-0.021515814,0.8452,-0.00118,0.0254,0.017644772,0.031453916,0.040400683
-0.03,-0.01,0.013027163,-0.077866327,0.5178,-0.09695,-0.0232,0.013736129,-0.11534548,0.5961,0.02244,-0.0196,-0.00069936,-0.131972351,0.7122,-0.08029,-0.0238,0.01356971,0.01286086,0.031453916
-0.01,-0.03,0.033240786,-0.024078236,0.4936,-0.17103,-0.0484,0.019240369,-0.077866327,0.5178,-0.09695,-0.0232,0.013736129,-0.11534548,0.5961,0.02244,-0.0196,-0.00069936,0.013027163,0.01286086
0,-0.01,0.038089689,0.00218917,0.4958,-0.10267,0.0464,0.018493499,-0.024078236,0.4936,-0.17103,-0.0484,0.019240369,-0.077866327,0.5178,-0.09695,-0.0232,0.013736129,0.033240786,0.013027163
0.02,0,0.024354933,0.037805378,0.5338,-0.20164,-0.0085,0.005755004,0.00218917,0.4958,-0.10267,0.0464,0.018493499,-0.024078236,0.4936,-0.17103,-0.0484,0.019240369,0.038089689,0.033240786
0.02,0.02,-0.005162186,0.08163075,0.6159,-0.10566,-0.008,-0.010854721,0.037805378,0.5338,-0.20164,-0.0085,0.005755004,0.00218917,0.4958,-0.10267,0.0464,0.018493499,0.024354933,0.038089689
0.02,0.02,0.014509833,0.027824732,0.6439,-0.05536,-0.0209,0.025642901,0.08163075,0.6159,-0.10566,-0.008,-0.010854721,0.037805378,0.5338,-0.20164,-0.0085,0.005755004,-0.005162186,0.024354933
-0.02,0.02,0.016473154,-0.00685609,0.637,0.03199,-0.0255,-0.008940487,0.027824732,0.6439,-0.05536,-0.0209,0.025642901,0.08163075,0.6159,-0.10566,-0.008,-0.010854721,0.014509833,-0.005162186
-0.01,-0.02,-0.015371787,0.02344787,0.6606,-0.18174,0.0341,-0.006489318,-0.00685609,0.637,0.03199,-0.0255,-0.008940487,0.027824732,0.6439,-0.05536,-0.0209,0.025642901,0.016473154,0.014509833
-0.01,-0.01,-0.013622953,0.03814072,0.699,-0.1131,0.0184,-0.00718023,0.02344787,0.6606,-0.18174,0.0341,-0.006489318,-0.00685609,0.637,0.03199,-0.0255,-0.008940487,-0.015371787,0.016473154
0.03,-0.01,0.028851614,0.041997555,0.7413,0.0148,0.0288,0.036292431,0.03814072,0.699,-0.1131,0.0184,-0.00718023,0.02344787,0.6606,-0.18174,0.0341,-0.006489318,-0.013622953,-0.015371787
0.04,0.03,0.059313127,0.020049349,0.7615,0.02718,0.0161,0.022214478,0.041997555,0.7413,0.0148,0.0288,0.036292431,0.03814072,0.699,-0.1131,0.0184,-0.00718023,0.028851614,-0.013622953
0.05,0.04,0.04665437,0.005259807,0.7668,0.15588,0.0174,0.023908771,0.020049349,0.7615,0.02718,0.0161,0.022214478,0.041997555,0.7413,0.0148,0.0288,0.036292431,0.059313127,0.028851614
0.05,0.05,0.010809015,-0.014589202,0.7521,0.36626,0.0302,-0.01279387,0.005259807,0.7668,0.15588,0.0174,0.023908771,0.020049349,0.7615,0.02718,0.0161,0.022214478,0.04665437,0.059313127
0.05,0.05,0.004451047,-0.029085509,0.7228,0.04585,-0.0751,0.017468405,-0.014589202,0.7521,0.36626,0.0302,-0.01279387,0.005259807,0.7668,0.15588,0.0174,0.023908771,0.010809015,0.04665437
0.08,0.05,0.049015901,0.02581009,0.7488,-0.01673,0.006,0.031005872,-0.029085509,0.7228,0.04585,-0.0751,0.017468405,-0.014589202,0.7521,0.36626,0.0302,-0.01279387,0.004451047,0.010809015
0.1,0.08,0.068751719,0.083340945,0.8328,-0.12643,-0.0015,0.0366107,0.02581009,0.7488,-0.01673,0.006,0.031005872,-0.029085509,0.7228,0.04585,-0.0751,0.017468405,0.049015901,0.004451047
0.11,0.1,0.044586948,0.112499275,0.9463,0.01565,0.0389,0.007694545,0.083340945,0.8328,-0.12643,-0.0015,0.0366107,0.02581009,0.7488,-0.01673,0.006,0.031005872,0.068751719,0.049015901
0.12,0.11,-0.000939589,0.144427944,1.0922,0.15024,-0.0143,-0.008568206,0.112499275,0.9463,0.01565,0.0389,0.007694545,0.083340945,0.8328,-0.12643,-0.0015,0.0366107,0.044586948,0.068751719
0.1,0.12,0.062724196,0.164861921,1.259,0.07777,-0.0287,0.071908529,0.144427944,1.0922,0.15024,-0.0143,-0.008568206,0.112499275,0.9463,0.01565,0.0389,0.007694545,-0.000939589,0.044586948
0.08,0.1,0.0781184,0.150983643,1.412,0.13248,-0.0129,0.005793285,0.164861921,1.259,0.07777,-0.0287,0.071908529,0.144427944,1.0922,0.15024,-0.0143,-0.008568206,0.062724196,-0.000939589
0.07,0.08,0.047642377,0.102597924,1.5161,0.37682,0.0514,0.041608045,0.150983643,1.412,0.13248,-0.0129,0.005793285,0.164861921,1.259,0.07777,-0.0287,0.071908529,0.0781184,0.062724196
0.08,0.07,0.063698502,0.025411459,1.5419,0.20205,-0.021,0.021208033,0.102597924,1.5161,0.37682,0.0514,0.041608045,0.150983643,1.412,0.13248,-0.0129,0.005793285,0.047642377,0.0781184
0.06,0.08,0.034588539,-0.012803416,1.5289,0.05338,0.0128,0.013102626,0.025411459,1.5419,0.20205,-0.021,0.021208033,0.102597924,1.5161,0.37682,0.0514,0.041608045,0.063698502,0.047642377
0.02,0.06,0.040354524,-0.053890804,1.4742,0.05928,0.0478,0.026899445,-0.012803416,1.5289,0.05338,0.0128,0.013102626,0.025411459,1.5419,0.20205,-0.021,0.021208033,0.034588539,0.063698502
-0.01,0.02,-0.032756152,-0.048694179,1.4248,0.27002,-0.0366,-0.05809293,-0.053890804,1.4742,0.05928,0.0478,0.026899445,-0.012803416,1.5289,0.05338,0.0128,0.013102626,0.040354524,0.034588539
-0.02,-0.01,-0.011194454,-0.037571834,1.3867,0.09173,0.0081,0.04979098,-0.048694179,1.4248,0.27002,-0.0366,-0.05809293,-0.053890804,1.4742,0.05928,0.0478,0.026899445,-0.032756152,0.040354524
-0.03,-0.02,0.081684217,0.053838722,1.4413,-0.1325,-0.0476,0.030380559,-0.037571834,1.3867,0.09173,0.0081,0.04979098,-0.048694179,1.4248,0.27002,-0.0366,-0.05809293,-0.011194454,-0.032756152
-0.04,-0.03,0.111750861,0.082772244,1.5253,-0.04145,0.0154,0.078971116,0.053838722,1.4413,-0.1325,-0.0476,0.030380559,-0.037571834,1.3867,0.09173,0.0081,0.04979098,0.081684217,-0.011194454
-0.08,-0.04,0.118216072,0.035846706,1.5617,0.02281,-0.0275,0.036372574,0.082772244,1.5253,-0.04145,0.0154,0.078971116,0.053838722,1.4413,-0.1325,-0.0476,0.030380559,0.111750861,0.081684217
-0.15,-0.08,0.056299766,0.008368946,1.5702,-0.03143,-0.0278,0.019227827,0.035846706,1.5617,0.02281,-0.0275,0.036372574,0.082772244,1.5253,-0.04145,0.0154,0.078971116,0.118216072,0.111750861
-0.24,-0.15,0.012781987,-0.035252772,1.5344,-0.04723,-0.0552,-0.006324238,0.008368946,1.5702,-0.03143,-0.0278,0.019227827,0.035846706,1.5617,0.02281,-0.0275,0.036372574,0.056299766,0.118216072
-0.32,-0.24,-0.021368229,-0.061968644,1.4715,0.22586,-0.0333,-0.015139738,-0.035252772,1.5344,-0.04723,-0.0552,-0.006324238,0.008368946,1.5702,-0.03143,-0.0278,0.019227827,0.012781987,0.056299766
-0.37,-0.32,0.008867561,-0.053033874,1.4177,0.09226,0.0013,0.024376351,-0.061968644,1.4715,0.22586,-0.0333,-0.015139738,-0.035252772,1.5344,-0.04723,-0.0552,-0.006324238,-0.021368229,0.012781987
-0.32,-0.37,-0.049782497,-0.06766394,1.3491,-0.07798,-0.0709,-0.072394143,-0.053033874,1.4177,0.09226,0.0013,0.024376351,-0.061968644,1.4715,0.22586,-0.0333,-0.015139738,0.008867561,-0.021368229
-0.21,-0.32,-0.136823819,-0.054282602,1.2941,-0.26056,-0.0006,-0.069458031,-0.06766394,1.3491,-0.07798,-0.0709,-0.072394143,-0.053033874,1.4177,0.09226,0.0013,0.024376351,-0.049782497,0.008867561
-0.06,-0.21,-0.088543831,0.007897483,1.3021,-0.24707,-0.0751,-0.020510413,-0.054282602,1.2941,-0.26056,-0.0006,-0.069458031,-0.06766394,1.3491,-0.07798,-0.0709,-0.072394143,-0.136823819,-0.049782497
0.13,-0.06,0.082343081,0.105371697,1.4089,-0.24613,-0.0132,0.105007236,0.007897483,1.3021,-0.24707,-0.0751,-0.020510413,-0.054282602,1.2941,-0.26056,-0.0006,-0.069458031,-0.088543831,-0.136823819
0.28,0.13,0.1229144,0.110383011,1.5209,-0.51414,0.0912,0.016205472,0.105371697,1.4089,-0.24613,-0.0132,0.105007236,0.007897483,1.3021,-0.24707,-0.0751,-0.020510413,0.082343081,-0.088543831
0.41,0.28,0.067957006,0.148922407,1.6722,-0.53863,-0.0245,0.05092625,0.110383011,1.5209,-0.51414,0.0912,0.016205472,0.105371697,1.4089,-0.24613,-0.0132,0.105007236,0.1229144,0.082343081
0.48,0.41,0.057071789,0.095850469,1.7697,-0.38974,0.0056,0.005847736,0.148922407,1.6722,-0.53863,-0.0245,0.05092625,0.110383011,1.5209,-0.51414,0.0912,0.016205472,0.067957006,0.1229144
0.5,0.48,0.032247801,-0.011300662,1.7582,-0.1091,0.0195,0.026246582,0.095850469,1.7697,-0.38974,0.0056,0.005847736,0.148922407,1.6722,-0.53863,-0.0245,0.05092625,0.057071789,0.067957006
0.42,0.5,0.074712402,-0.030174111,1.7275,-0.10514,0.0521,0.047226291,-0.011300662,1.7582,-0.1091,0.0195,0.026246582,0.095850469,1.7697,-0.38974,0.0056,0.005847736,0.032247801,0.057071789
0.32,0.42,0.024882541,0.016808201,1.7446,0.03102,0.1214,-0.021336124,-0.030174111,1.7275,-0.10514,0.0521,0.047226291,-0.011300662,1.7582,-0.1091,0.0195,0.026246582,0.074712402,0.032247801
0.22,0.32,-0.005269817,0.04461158,1.79,-0.12761,-0.0603,0.016416573,0.016808201,1.7446,0.03102,0.1214,-0.021336124,-0.030174111,1.7275,-0.10514,0.0521,0.047226291,0.024882541,0.074712402
0.09,0.22,0.015943403,0.036931975,1.8276,-0.05426,-0.0422,-0.000465527,0.04461158,1.79,-0.12761,-0.0603,0.016416573,0.016808201,1.7446,0.03102,0.1214,-0.021336124,-0.005269817,0.024882541
-0.05,0.09,-0.033445316,0.041139516,1.8695,0.08721,0.0892,-0.032995148,0.036931975,1.8276,-0.05426,-0.0422,-0.000465527,0.04461158,1.79,-0.12761,-0.0603,0.016416573,0.015943403,-0.005269817
-0.18,-0.05,-0.047626255,0.064473491,1.9352,0.15661,0.0527,-0.015130334,0.041139516,1.8695,0.08721,0.0892,-0.032995148,0.036931975,1.8276,-0.05426,-0.0422,-0.000465527,-0.033445316,0.015943403
-0.24,-0.18,-0.022494182,0.073058952,2.0097,0.61494,-0.0113,-0.007476977,0.064473491,1.9352,0.15661,0.0527,-0.015130334,0.041139516,1.8695,0.08721,0.0892,-0.032995148,-0.047626255,-0.033445316
-0.24,-0.24,0.06057999,0.099157075,2.1109,-0.15314,-0.0167,0.068569661,0.073058952,2.0097,0.61494,-0.0113,-0.007476977,0.064473491,1.9352,0.15661,0.0527,-0.015130334,-0.022494182,-0.047626255
-0.2,-0.24,0.106835784,0.104733165,2.2179,0.18281,0.0212,0.035810603,0.099157075,2.1109,-0.15314,-0.0167,0.068569661,0.073058952,2.0097,0.61494,-0.0113,-0.007476977,0.06057999,-0.022494182
-0.16,-0.2,0.000915596,0.110877981,2.3313,0.08101,-0.0048,-0.033688598,0.104733165,2.2179,0.18281,0.0212,0.035810603,0.099157075,2.1109,-0.15314,-0.0167,0.068569661,0.106835784,0.06057999
-0.11,-0.16,-0.080552996,0.008892289,2.3404,0.10149,-0.0241,-0.048498235,0.110877981,2.3313,0.08101,-0.0048,-0.033688598,0.104733165,2.2179,0.18281,0.0212,0.035810603,0.000915596,0.106835784
-0.08,-0.11,0.007395151,-0.049259544,2.29,-0.00943,-0.0102,0.058742283,0.008892289,2.3404,0.10149,-0.0241,-0.048498235,0.110877981,2.3313,0.08101,-0.0048,-0.033688598,-0.080552996,0.000915596
-0.08,-0.08,0.020563172,-0.019945287,2.2696,0.06809,-0.048,-0.036060817,-0.049259544,2.29,-0.00943,-0.0102,0.058742283,0.008892289,2.3404,0.10149,-0.0241,-0.048498235,0.007395151,-0.080552996
-0.06,-0.08,-0.049810004,-0.008116133,2.2613,0.00709,0.0115,-0.014263542,-0.019945287,2.2696,0.06809,-0.048,-0.036060817,-0.049259544,2.29,-0.00943,-0.0102,0.058742283,0.020563172,0.007395151
-0.06,-0.06,0.023709295,-0.031492921,2.2291,-0.07674,-0.0308,0.038522301,-0.008116133,2.2613,0.00709,0.0115,-0.014263542,-0.019945287,2.2696,0.06809,-0.048,-0.036060817,-0.049810004,0.020563172
-0.04,-0.06,0.035023013,-0.006162819,2.2228,-0.03435,0.0409,-0.003369488,-0.031492921,2.2291,-0.07674,-0.0308,0.038522301,-0.008116133,2.2613,0.00709,0.0115,-0.014263542,0.023709295,-0.049810004
-0.02,-0.04,0.004427503,-0.056852793,2.1647,0.02507,-0.024,0.007823352,-0.006162819,2.2228,-0.03435,0.0409,-0.003369488,-0.031492921,2.2291,-0.07674,-0.0308,0.038522301,0.035023013,0.023709295
0.03,-0.02,0.004555951,-0.125170436,2.0369,-0.01185,0.0395,-0.003242037,-0.056852793,2.1647,0.02507,-0.024,0.007823352,-0.006162819,2.2228,-0.03435,0.0409,-0.003369488,0.004427503,0.035023013
0.07,0.03,-0.029310667,-0.092656467,1.9424,-0.04295,0.0224,-0.02615342,-0.125170436,2.0369,-0.01185,0.0395,-0.003242037,-0.056852793,2.1647,0.02507,-0.024,0.007823352,0.004555951,0.004427503
0.08,0.07,-0.015753605,-0.125247124,1.8148,-0.07645,-0.0201,0.01067911,-0.092656467,1.9424,-0.04295,0.0224,-0.02615342,-0.125170436,2.0369,-0.01185,0.0395,-0.003242037,-0.029310667,0.004555951
0.06,0.08,-0.010224655,-0.201745778,1.6096,-0.1309,0.0779,-0.02068289,-0.125247124,1.8148,-0.07645,-0.0201,0.01067911,-0.092656467,1.9424,-0.04295,0.0224,-0.02615342,-0.015753605,-0.029310667
0.01,0.06,-0.026109827,-0.198997983,1.4076,-0.10961,-0.0153,-0.005541553,-0.201745778,1.6096,-0.1309,0.0779,-0.02068289,-0.125247124,1.8148,-0.07645,-0.0201,0.01067911,-0.010224655,-0.015753605
-0.03,0.01,-0.017795029,-0.164620138,1.2408,-0.08923,-0.0972,-0.012321758,-0.198997983,1.4076,-0.10961,-0.0153,-0.005541553,-0.201745778,1.6096,-0.1309,0.0779,-0.02068289,-0.026109827,-0.010224655
-0.06,-0.03,-0.0776999,-0.095362759,1.1443,-0.20529,-0.0498,-0.066193766,-0.164620138,1.2408,-0.08923,-0.0972,-0.012321758,-0.198997983,1.4076,-0.10961,-0.0153,-0.005541553,-0.017795029,-0.026109827
-0.08,-0.06,-0.057309072,-0.064681008,1.0789,-0.14677,0.0184,0.009514494,-0.095362759,1.1443,-0.20529,-0.0498,-0.066193766,-0.164620138,1.2408,-0.08923,-0.0972,-0.012321758,-0.0776999,-0.017795029
-0.08,-0.08,0.028734282,-0.044232661,1.0342,-0.15591,-0.0216,0.019038645,-0.064681008,1.0789,-0.14677,0.0184,0.009514494,-0.095362759,1.1443,-0.20529,-0.0498,-0.066193766,-0.057309072,-0.0776999
-0.09,-0.08,-0.002550324,-0.039994457,0.9938,0.00996,0.0253,-0.021185623,-0.044232661,1.0342,-0.15591,-0.0216,0.019038645,-0.064681008,1.0789,-0.14677,0.0184,0.009514494,0.028734282,-0.057309072
